metric,method,band,n_complete_seizures,n_subjects,model_type,slope_per_minute,statistic,p_uncorrected,p_fdr_bh,skip_reason,fallback_reason
modularity,wpli,beta2,159,24,linear_mixed_effects_subject_random_intercept_seizure_vc,-0.0022223331726715333,-2.143808863199725,0.03204820488195817,0.34776139775152204,,
modularity,wpli,delta,159,24,linear_mixed_effects_subject_random_intercept_seizure_vc,-0.00030090454925809235,-0.28077771888697267,0.7788808941931277,0.8996560833266715,,
modularity,wpli,theta,159,24,linear_mixed_effects_subject_random_intercept_seizure_vc,0.0005847336688702466,0.5908094272164985,0.5546481177487924,0.7754811804715668,,
small_worldness,aec,alpha1,159,24,linear_mixed_effects_subject_random_intercept_seizure_vc,0.00473436032361202,0.656715429470633,0.5113639114473789,0.7589538159496205,,
small_worldness,aec,alpha2,158,24,linear_mixed_effects_subject_random_intercept_seizure_vc,-0.007737710471307199,-1.1623442855554151,0.24509564463352196,0.6727203453817511,,
small_worldness,aec,beta1,159,24,linear_mixed_effects_subject_random_intercept_seizure_vc,-0.005433120679493645,-0.7650261538936257,0.4442559709149212,0.7269643160425983,,
small_worldness,aec,beta2,157,24,linear_mixed_effects_subject_random_intercept_seizure_vc,-0.0009160889719499354,-0.12034469176769491,0.9042101024345666,0.9374566289872778,,
small_worldness,aec,delta,154,24,linear_mixed_effects_subject_random_intercept_seizure_vc,-0.004794281433558014,-0.6229435307979115,0.5333216307510984,0.7679831482815817,,
small_worldness,aec,theta,158,24,linear_mixed_effects_subject_random_intercept_seizure_vc,-0.009125936286880954,-1.3023457494725688,0.19279821894433702,0.6351498591079338,,
small_worldness,coherence,alpha1,158,24,linear_mixed_effects_subject_random_intercept_seizure_vc,-0.005639545826591294,-0.9111167045698995,0.36223388575351645,0.6727203453817511,,
small_worldness,coherence,alpha2,158,24,linear_mixed_effects_subject_random_intercept_seizure_vc,0.004475366314193588,0.7532588095490721,0.45129440571286417,0.7301842069960948,,
small_worldness,coherence,beta1,159,24,linear_mixed_effects_subject_random_intercept_seizure_vc,-0.004958141025350318,-0.8722410979722843,0.383076863342386,0.6727203453817511,,
small_worldness,coherence,beta2,158,24,linear_mixed_effects_subject_random_intercept_seizure_vc,-0.012065254519548234,-1.9700073918441057,0.04883752340526448,0.41368255119753444,,
