metric,method,band,contrast,n_subjects,mean_baseline,mean_comparison,mean_difference,t,t_df,t_p_uncorrected,t_p_fdr_bh,cohen_dz,wilcoxon_statistic,wilcoxon_p_uncorrected,wilcoxon_p_fdr_bh,omnibus_p_fdr_bh,interpret_posthoc,skip_reason
characteristic_path_length,wpli,beta2,Baseline_vs_T2,24,9.604751605228062,9.541428054424111,-0.06332355080395087,-0.162389949528993,23.0,0.8724170375740081,0.996872804237865,-0.03314770964186219,149.0,0.9888126850128174,0.9934118137803188,0.9346311268387354,False,
characteristic_path_length,wpli,delta,Baseline_vs_T0,24,6.740122047665904,6.57176756459269,-0.16835448307321332,-0.6762298436581324,23.0,0.5056385593304159,0.9723109562562193,-0.13803483881703896,128.0,0.5456695556640625,0.9505211614793346,0.9346311268387354,False,
characteristic_path_length,wpli,delta,Baseline_vs_T1,24,6.740122047665904,6.584079881989297,-0.1560421656766087,-0.5093793374130006,23.0,0.615339013621514,0.996872804237865,-0.10397662184823636,137.0,0.7257407903671265,0.9669384080536512,0.9346311268387354,False,
characteristic_path_length,wpli,delta,Baseline_vs_T2,24,6.740122047665904,6.392068609921092,-0.3480534377448121,-1.1754850230964795,23.0,0.2518260713812319,0.9702209526314701,-0.23994487557250613,122.0,0.4389305114746094,0.9505211614793346,0.9346311268387354,False,
characteristic_path_length,wpli,theta,Baseline_vs_T0,24,8.087365194905212,7.460090710293236,-0.627274484611977,-1.8374364581625018,23.0,0.07910014837178357,0.7766196385593296,-0.37506514644040834,94.0,0.11396121978759766,0.8131685256958008,0.26334133545858984,False,
characteristic_path_length,wpli,theta,Baseline_vs_T1,24,8.087365194905212,7.5501775676185305,-0.5371876272866816,-2.2296828075371438,23.0,0.0358182790318206,0.7389722819997397,-0.4551320972268527,63.0,0.011516094207763672,0.5452057765080378,0.26334133545858984,False,
characteristic_path_length,wpli,theta,Baseline_vs_T2,24,8.087365194905212,7.270041989915261,-0.8173232049899499,-2.3223460123110393,23.0,0.02942055346948006,0.7389722819997397,-0.47404689469577554,80.0,0.045679688453674316,0.5979886488481001,0.26334133545858984,False,
clustering_coefficient,aec,alpha1,Baseline_vs_T0,24,0.26245966947247507,0.24923678288848883,-0.013222886583986215,-2.6509502083913437,23.0,0.014278338505500879,0.7389722819997397,-0.5411229453402937,71.0,0.022932052612304688,0.5816385269165039,0.680163046486138,False,
clustering_coefficient,aec,alpha1,Baseline_vs_T1,24,0.26245966947247507,0.2521532231187838,-0.010306446353691242,-1.2352514893503328,23.0,0.22920672969392467,0.9702209526314701,-0.252144654410107,121.0,0.4223414659500122,0.9505211614793346,0.680163046486138,False,
clustering_coefficient,aec,alpha1,Baseline_vs_T2,24,0.26245966947247507,0.25580278236814835,-0.006656887104326698,-1.029293707769897,23.0,0.31404505116229814,0.9702209526314701,-0.21010369829113568,129.0,0.5645889043807983,0.9512063256145393,0.680163046486138,False,
clustering_coefficient,aec,alpha2,Baseline_vs_T0,24,0.20262181105641663,0.2064343683156067,0.0038125572591901137,0.9530914152675276,23.0,0.3504536962966905,0.9710639594472916,0.19454897046937594,116.0,0.344876766204834,0.9505211614793346,0.9346311268387354,False,
clustering_coefficient,aec,alpha2,Baseline_vs_T1,24,0.20262181105641663,0.2032871293260079,0.0006653182695913208,0.18638271884042934,23.0,0.8537788056348532,0.996872804237865,0.03804521316930606,139.0,0.7682963609695435,0.9669384080536512,0.9346311268387354,False,
clustering_coefficient,aec,alpha2,Baseline_vs_T2,24,0.20262181105641663,0.20734677263997345,0.004724961583556818,1.0132960405268363,23.0,0.3214605264237943,0.9702209526314701,0.20683818813944108,119.0,0.3902466297149658,0.9505211614793346,0.9346311268387354,False,
clustering_coefficient,aec,beta1,Baseline_vs_T0,24,0.15435315018518056,0.15626868235383073,0.0019155321686501667,0.3559986681820376,23.0,0.7250862139617378,0.996872804237865,0.07266792384636445,144.0,0.8774070739746094,0.9669384080536512,0.9476113964414254,False,
clustering_coefficient,aec,beta1,Baseline_vs_T1,24,0.15435315018518056,0.16099358490238716,0.006640434717206593,1.0163899533411431,23.0,0.32001695543250136,0.9702209526314701,0.2074697304480836,135.0,0.6839864253997803,0.9669384080536512,0.9476113964414254,False,
clustering_coefficient,aec,beta1,Baseline_vs_T2,24,0.15435315018518056,0.15911480187205765,0.0047616516868771025,0.7358930466853997,23.0,0.4692348771793828,0.9723109562562193,0.15021353913677907,145.0,0.899570107460022,0.9689085605370737,0.9476113964414254,False,
clustering_coefficient,aec,beta2,Baseline_vs_T0,24,0.1507234941062747,0.15295490070336856,0.002231406597093894,0.3874849331444229,23.0,0.7019598490309602,0.996872804237865,0.07909503076835746,140.0,0.7898378372192383,0.9669384080536512,0.8754429249632198,False,
clustering_coefficient,aec,beta2,Baseline_vs_T1,24,0.1507234941062747,0.15902419610884974,0.00830070200257506,1.3051348482006193,23.0,0.20475373392610174,0.9702209526314701,0.2664095353013581,118.0,0.37475037574768066,0.9505211614793346,0.8754429249632198,False,
clustering_coefficient,aec,beta2,Baseline_vs_T2,24,0.1507234941062747,0.16076507110012497,0.010041576993850308,1.283234301955515,23.0,0.21218989309610825,0.9702209526314701,0.2619391050189638,113.0,0.30289924144744873,0.9214962838401257,0.8754429249632198,False,
clustering_coefficient,aec,delta,Baseline_vs_T0,24,0.278698526115202,0.2805142326139963,0.0018157064987942735,0.2385554356337663,23.0,0.8135629935366908,0.996872804237865,0.048694924389173604,147.0,0.944107174873352,0.9804189892915579,0.9576837692929063,False,
clustering_coefficient,aec,delta,Baseline_vs_T1,24,0.278698526115202,0.27323710485225716,-0.005461421262944809,-0.8415903343188905,23.0,0.40868280214428493,0.9723109562562193,-0.171788907628299,114.0,0.3165123462677002,0.9301587318887516,0.9576837692929063,False,
clustering_coefficient,aec,delta,Baseline_vs_T2,24,0.278698526115202,0.2795588394278299,0.0008603133126278915,0.10184090493492592,23.0,0.9197656175251478,0.996872804237865,0.02078818766948815,143.0,0.8553357124328613,0.9669384080536512,0.9576837692929063,False,
clustering_coefficient,aec,theta,Baseline_vs_T0,24,0.20585945297582017,0.20680138140175205,0.0009419284259318851,0.1635344023205539,23.0,0.8715261870307833,0.996872804237865,0.03338132008969786,135.0,0.6839864253997803,0.9669384080536512,0.996861179388722,False,
clustering_coefficient,aec,theta,Baseline_vs_T1,24,0.20585945297582017,0.20333802226773093,-0.0025214307080892186,-0.46611086824767695,23.0,0.6455204118699126,0.996872804237865,-0.09514448256437051,131.0,0.6033114194869995,0.9512063256145393,0.996861179388722,False,
clustering_coefficient,aec,theta,Baseline_vs_T2,24,0.20585945297582017,0.2078180279932915,0.0019585750174713323,0.3015106478053776,23.0,0.7657343598143561,0.996872804237865,0.06154560326159866,143.0,0.8553357124328613,0.9669384080536512,0.996861179388722,False,
clustering_coefficient,coherence,alpha1,Baseline_vs_T0,24,0.23092440084922328,0.2308605092788938,-6.389157032947457e-05,-0.014010244581600136,23.0,0.9889426299276245,0.996872804237865,-0.0028598291997094277,149.0,0.9888126850128174,0.9934118137803188,0.996861179388722,False,
clustering_coefficient,coherence,alpha1,Baseline_vs_T1,24,0.23092440084922328,0.22776695762374088,-0.0031574432254823995,-0.6992106506910644,23.0,0.49143158825885486,0.9723109562562193,-0.14272577640937614,123.0,0.45587432384490967,0.9505211614793346,0.996861179388722,False,
clustering_coefficient,coherence,alpha1,Baseline_vs_T2,24,0.23092440084922328,0.22928213601688174,-0.0016422648323414814,-0.3026229112378937,23.0,0.7648972265825482,0.996872804237865,-0.061772643084033727,144.0,0.8774070739746094,0.9669384080536512,0.996861179388722,False,
clustering_coefficient,coherence,alpha2,Baseline_vs_T0,24,0.22919310031212448,0.2259867589324102,-0.0032063413797142927,-0.6450297170198926,23.0,0.5252904421647256,0.9872262720361417,-0.13166613963588022,137.0,0.7257407903671265,0.9669384080536512,0.981456119395471,False,
clustering_coefficient,coherence,alpha2,Baseline_vs_T1,24,0.22919310031212448,0.2238541720101321,-0.00533892830199241,-0.98107924720999,23.0,0.336761662135501,0.9710639594472916,-0.20026196274152602,128.0,0.5456695556640625,0.9505211614793346,0.981456119395471,False,
clustering_coefficient,coherence,alpha2,Baseline_vs_T2,24,0.22919310031212448,0.2252115777699332,-0.003981522542191279,-0.8232196895999863,23.0,0.4188373282677014,0.9723109562562193,-0.16803901547769315,124.0,0.47316575050354004,0.9505211614793346,0.981456119395471,False,
clustering_coefficient,coherence,beta1,Baseline_vs_T0,24,0.22596795885409696,0.22542638350893274,-0.0005415753451642654,-0.08570122680919418,23.0,0.9324456083840953,0.996872804237865,-0.01749368966775465,143.0,0.8553357124328613,0.9669384080536512,0.996861179388722,False,
clustering_coefficient,coherence,beta1,Baseline_vs_T1,24,0.22596795885409696,0.22508321990238714,-0.0008847389517098481,-0.14312585943622458,23.0,0.8874373125293471,0.996872804237865,-0.02921544371800492,144.0,0.8774070739746094,0.9669384080536512,0.996861179388722,False,
clustering_coefficient,coherence,beta1,Baseline_vs_T2,24,0.22596795885409696,0.22762969820324183,0.0016617393491448404,0.2229611333008321,23.0,0.8255340050389683,0.996872804237865,0.045511750754975086,140.0,0.7898378372192383,0.9669384080536512,0.996861179388722,False,
clustering_coefficient,coherence,beta2,Baseline_vs_T0,24,0.2239461098287768,0.23153893801658096,0.007592828187804135,1.8173813864235067,23.0,0.08221128638722396,0.78922834931735,0.37097142206412087,93.0,0.10738253593444824,0.8131685256958008,0.8754429249632198,False,
clustering_coefficient,coherence,beta2,Baseline_vs_T1,24,0.2239461098287768,0.23170209896753424,0.007755989138757427,1.1869485886488937,23.0,0.24736326934263506,0.9702209526314701,0.2422848660922029,124.0,0.47316575050354004,0.9505211614793346,0.8754429249632198,False,
clustering_coefficient,coherence,beta2,Baseline_vs_T2,24,0.2239461098287768,0.2293048069989997,0.00535869717022288,1.172122837255657,23.0,0.2531462701680546,0.9702209526314701,0.23925857226163738,104.0,0.19737839698791504,0.8442323514730623,0.8754429249632198,False,
clustering_coefficient,coherence,delta,Baseline_vs_T0,24,0.27214334289938985,0.2720768202071427,-6.652269224713635e-05,-0.010048215132759051,23.0,0.9920694692744002,0.996872804237865,-0.0020510833250810003,148.0,0.9664472341537476,0.9870099412634018,0.8301257564718311,False,
clustering_coefficient,coherence,delta,Baseline_vs_T1,24,0.27214334289938985,0.26100674671184837,-0.011136596187541441,-1.4875171756325065,23.0,0.15046070613049428,0.9107842055948823,-0.30363817199380233,102.0,0.1779801845550537,0.8442323514730623,0.8301257564718311,False,
clustering_coefficient,coherence,delta,Baseline_vs_T2,24,0.27214334289938985,0.26538677894582857,-0.006756563953561272,-1.0043653127703451,23.0,0.3256528660452851,0.9702209526314701,-0.2050152109698482,102.0,0.1779801845550537,0.8442323514730623,0.8301257564718311,False,
clustering_coefficient,coherence,theta,Baseline_vs_T0,24,0.2546203775460454,0.2556987870674809,0.0010784095214355024,0.25936999665698124,23.0,0.7976572121576931,0.996872804237865,0.05294367886641523,126.0,0.5087660551071167,0.9505211614793346,0.8754429249632198,False,
clustering_coefficient,coherence,theta,Baseline_vs_T1,24,0.2546203775460454,0.24966678615261942,-0.004953591393425955,-1.388012453900595,23.0,0.17843322566618128,0.9107842055948823,-0.28332685572373467,113.0,0.30289924144744873,0.9214962838401257,0.8754429249632198,False,
clustering_coefficient,coherence,theta,Baseline_vs_T2,24,0.2546203775460454,0.2506760609622438,-0.003944316583801527,-1.0369970114705591,23.0,0.31051741027964275,0.9702209526314701,-0.21167612857449536,113.0,0.30289924144744873,0.9214962838401257,0.8754429249632198,False,
clustering_coefficient,wpli,alpha1,Baseline_vs_T0,24,0.16319341333010454,0.14967567345333457,-0.013517739876769968,-1.7904335442259889,23.0,0.0865578255986716,0.7921147536740261,-0.3654707168097076,75.0,0.03148162364959717,0.5913070181141729,,False,
clustering_coefficient,wpli,alpha1,Baseline_vs_T1,24,0.16319341333010454,0.14927968480373663,-0.013913728526367942,-2.206382020353879,23.0,0.03761480238465102,0.7389722819997397,-0.4503758439598377,60.0,0.008714795112609863,0.5452057765080378,,False,
clustering_coefficient,wpli,alpha1,Baseline_vs_T2,24,0.16319341333010454,0.1552909181508972,-0.007902495179207353,-1.1009052567743436,23.0,0.28232656252428373,0.9702209526314701,-0.22472134452040293,109.0,0.2522493600845337,0.9214962838401257,,False,
clustering_coefficient,wpli,alpha2,Baseline_vs_T0,24,0.17350000640029092,0.1662878534984978,-0.007212152901793098,-0.9277261786251636,23.0,0.36318369224883645,0.9723109562562193,-0.18937131322114772,107.0,0.22918963432312012,0.9167585372924805,0.8754429249632198,False,
clustering_coefficient,wpli,alpha2,Baseline_vs_T1,24,0.17350000640029092,0.1604120597208537,-0.013087946679437211,-1.7291667646220705,23.0,0.09718074524241524,0.7921147536740261,-0.3529646877919446,102.0,0.1779801845550537,0.8442323514730623,0.8754429249632198,False,
clustering_coefficient,wpli,alpha2,Baseline_vs_T2,24,0.17350000640029092,0.16621413666714277,-0.007285869733148153,-0.935521869141051,23.0,0.3592388112470849,0.9710639594472916,-0.19096260188419592,126.0,0.5087660551071167,0.9505211614793346,0.8754429249632198,False,
clustering_coefficient,wpli,beta1,Baseline_vs_T0,24,0.17007322854567145,0.16492601793576703,-0.005147210609904451,-0.7754004678138292,23.0,0.446002883533267,0.9723109562562193,-0.1582779577049377,116.0,0.344876766204834,0.9505211614793346,,False,
clustering_coefficient,wpli,beta1,Baseline_vs_T1,24,0.17007322854567145,0.15202866741308932,-0.01804456113258213,-2.3452343107114784,23.0,0.028010484945388603,0.7389722819997397,-0.47871894904257856,79.0,0.04248917102813721,0.5979886488481001,,False,
clustering_coefficient,wpli,beta1,Baseline_vs_T2,24,0.17007322854567145,0.15335011498308146,-0.016723113562590004,-2.0132875941861403,23.0,0.055931305555432874,0.7389722819997397,-0.4109606092692978,78.0,0.03948163986206055,0.5979886488481001,,False,
clustering_coefficient,wpli,beta2,Baseline_vs_T0,24,0.1667116098114475,0.15697859263719124,-0.00973301717425625,-1.043596829021307,23.0,0.3075173546015665,0.9702209526314701,-0.21302331069072844,125.0,0.49079859256744385,0.9505211614793346,,False,
clustering_coefficient,wpli,beta2,Baseline_vs_T1,24,0.1667116098114475,0.16588351223756,-0.0008280975738875282,-0.11354233484182512,23.0,0.9105858825109514,0.996872804237865,-0.023176732047225305,130.0,0.5838061571121216,0.9512063256145393,,False,
clustering_coefficient,wpli,beta2,Baseline_vs_T2,24,0.1667116098114475,0.16037773030723265,-0.006333879504214852,-0.8227365716050166,23.0,0.41910649638464464,0.9723109562562193,-0.1679403994299238,123.0,0.45587432384490967,0.9505211614793346,,False,
clustering_coefficient,wpli,delta,Baseline_vs_T0,24,0.15265628540125828,0.1555464468292885,0.002890161428030197,0.35603690084092365,23.0,0.7250579642174907,0.996872804237865,0.07267572805517951,149.0,0.9888126850128174,0.9934118137803188,0.8868612121862072,False,
clustering_coefficient,wpli,delta,Baseline_vs_T1,24,0.15265628540125828,0.15331394353575908,0.0006576581345007793,0.08245204799223356,23.0,0.9350006200545166,0.996872804237865,0.016830453819036872,137.0,0.7257407903671265,0.9669384080536512,0.8868612121862072,False,
clustering_coefficient,wpli,delta,Baseline_vs_T2,24,0.15265628540125828,0.16495140751168225,0.012295122110423959,1.4277363249427686,23.0,0.1668057284458055,0.9107842055948823,0.2914354569455218,114.0,0.3165123462677002,0.9301587318887516,0.8868612121862072,False,
clustering_coefficient,wpli,theta,Baseline_vs_T0,24,0.1618311504829167,0.1668531256286355,0.005021975145718783,0.9420120398300641,23.0,0.355976547085736,0.9710639594472916,0.19228740242850006,98.0,0.14335036277770996,0.8256980895996093,,False,
clustering_coefficient,wpli,theta,Baseline_vs_T1,24,0.1618311504829167,0.15771727725348783,-0.004113873229428887,-0.69899647452242,23.0,0.4915629316416284,0.9723109562562193,-0.14268205788202257,122.0,0.4389305114746094,0.9505211614793346,,False,
clustering_coefficient,wpli,theta,Baseline_vs_T2,24,0.1618311504829167,0.16770405265638147,0.005872902173464772,0.7683040029637304,23.0,0.45012376376391333,0.9723109562562193,0.1568293978832428,138.0,0.746925950050354,0.9669384080536512,,False,
global_efficiency,aec,alpha1,Baseline_vs_T0,24,0.2649617745563421,0.26377479443964086,-0.001186980116701235,-0.35629791387143,23.0,0.724865114861157,0.996872804237865,-0.072729007116926,132.0,0.6230943202972412,0.9669384080536512,0.9346311268387354,False,
global_efficiency,aec,alpha1,Baseline_vs_T1,24,0.2649617745563421,0.2628419435831047,-0.0021198309732373874,-0.7194535514008766,23.0,0.47910874129072817,0.9723109562562193,-0.14685784121378143,140.0,0.7898378372192383,0.9669384080536512,0.9346311268387354,False,
global_efficiency,aec,alpha1,Baseline_vs_T2,24,0.2649617745563421,0.2603833826391468,-0.00457839191719529,-1.4279123146925232,23.0,0.16675559763536602,0.9107842055948823,-0.29147138070276013,104.0,0.19737839698791504,0.8442323514730623,0.9346311268387354,False,
global_efficiency,aec,alpha2,Baseline_vs_T0,24,0.20118418328998025,0.20257737384678376,0.001393190556803534,0.4583171080712716,23.0,0.651025722398272,0.996872804237865,0.09355358793021908,118.0,0.37475037574768066,0.9505211614793346,0.8754429249632198,False,
global_efficiency,aec,alpha2,Baseline_vs_T1,24,0.20118418328998025,0.19828082615280254,-0.0029033571371776825,-1.1603756180863674,23.0,0.25779928455508866,0.9702209526314701,-0.23686068118985396,104.0,0.19737839698791504,0.8442323514730623,0.8754429249632198,False,
global_efficiency,aec,alpha2,Baseline_vs_T2,24,0.20118418328998025,0.2030265328044452,0.0018423495144649245,0.7684930759759383,23.0,0.450013672502648,0.9723109562562193,0.15686799225024622,136.0,0.704756498336792,0.9669384080536512,0.8754429249632198,False,
global_efficiency,aec,beta1,Baseline_vs_T0,24,0.13163424816468003,0.13035878286248845,-0.0012754653021915935,-0.32006158653383066,23.0,0.7518110919736635,0.996872804237865,-0.06533229777279405,111.0,0.27681541442871094,0.9214962838401257,0.9781188312272702,False,
global_efficiency,aec,beta1,Baseline_vs_T1,24,0.13163424816468003,0.13020302588688967,-0.0014312222777903584,-0.32674224567475946,23.0,0.7468177117658438,0.996872804237865,-0.06669598160952206,113.0,0.30289924144744873,0.9214962838401257,0.9781188312272702,False,
global_efficiency,aec,beta1,Baseline_vs_T2,24,0.13163424816468003,0.13443510663540237,0.0028008584707223446,0.5254332082705058,23.0,0.6043112400735655,0.996872804237865,0.10725360451468843,126.0,0.5087660551071167,0.9505211614793346,0.9781188312272702,False,
global_efficiency,aec,beta2,Baseline_vs_T0,24,0.12074826695379666,0.11563621059465405,-0.005112056359142597,-2.1758894655188943,23.0,0.04008914740705834,0.7389722819997397,-0.4441515772682086,79.0,0.04248917102813721,0.5979886488481001,0.8754429249632198,False,
global_efficiency,aec,beta2,Baseline_vs_T1,24,0.12074826695379666,0.11851782156660928,-0.0022304453871873687,-1.0521532362704193,23.0,0.3036584363866739,0.9702209526314701,-0.2147698800067098,118.0,0.37475037574768066,0.9505211614793346,0.8754429249632198,False,
global_efficiency,aec,beta2,Baseline_vs_T2,24,0.12074826695379666,0.12214133361154127,0.001393066657744621,0.26684342753088613,23.0,0.7919676617741858,0.996872804237865,0.05446918655550099,118.0,0.37475037574768066,0.9505211614793346,0.8754429249632198,False,
global_efficiency,aec,delta,Baseline_vs_T0,24,0.23936466787459731,0.23617362270444317,-0.0031910451701541442,-0.860196864988989,23.0,0.3985586253629875,0.9723109562562193,-0.17558694979706457,127.0,0.5270590782165527,0.9505211614793346,0.9346311268387354,False,
global_efficiency,aec,delta,Baseline_vs_T1,24,0.23936466787459731,0.2383481403474154,-0.0010165275271819055,-0.2711052601058291,23.0,0.7887283726370755,0.996872804237865,-0.055339129486982816,142.0,0.8333734273910522,0.9669384080536512,0.9346311268387354,False,
global_efficiency,aec,delta,Baseline_vs_T2,24,0.23936466787459731,0.24071258436674947,0.0013479164921521743,0.33367215586669646,23.0,0.7416499834780114,0.996872804237865,0.06811054360398523,143.0,0.8553357124328613,0.9669384080536512,0.9346311268387354,False,
global_efficiency,aec,theta,Baseline_vs_T0,24,0.17528176334565163,0.17464775434308008,-0.000634009002571552,-0.19804693902283355,23.0,0.8447483583297125,0.996872804237865,-0.04042616214383636,144.0,0.8774070739746094,0.9669384080536512,0.8301257564718311,False,
global_efficiency,aec,theta,Baseline_vs_T1,24,0.17528176334565163,0.1796106758748961,0.0043289125292444485,1.5921288168747403,23.0,0.1250076265765756,0.8310405404656145,0.3249919338436828,102.0,0.1779801845550537,0.8442323514730623,0.8301257564718311,False,
global_efficiency,aec,theta,Baseline_vs_T2,24,0.17528176334565163,0.1794843189905566,0.004202555644905007,1.2174035671830628,23.0,0.23579433994693694,0.9702209526314701,0.248501462553547,119.0,0.3902466297149658,0.9505211614793346,0.8301257564718311,False,
global_efficiency,coherence,alpha1,Baseline_vs_T0,24,0.23712800448994945,0.23526619453638906,-0.0018618099535603627,-0.7288342314024698,23.0,0.4734597693087815,0.9723109562562193,-0.14877266450080093,112.0,0.28966712951660156,0.9214962838401257,0.9346311268387354,False,
global_efficiency,coherence,alpha1,Baseline_vs_T1,24,0.23712800448994945,0.23527310814488764,-0.0018548963450618142,-0.6682112197859964,23.0,0.510649533635313,0.9723109562562193,-0.13639804407320283,114.0,0.3165123462677002,0.9301587318887516,0.9346311268387354,False,
global_efficiency,coherence,alpha1,Baseline_vs_T2,24,0.23712800448994945,0.23864564780293332,0.0015176433129838903,0.5032127470169024,23.0,0.61959994099627,0.996872804237865,0.1027178718546374,146.0,0.9218088388442993,0.9689085605370737,0.9346311268387354,False,
global_efficiency,coherence,alpha2,Baseline_vs_T0,24,0.23270017911008245,0.2309523629647322,-0.001747816145350253,-0.6404285847634122,23.0,0.528223443628479,0.9872262720361417,-0.13072693744692715,127.0,0.5270590782165527,0.9505211614793346,0.9318434989726552,False,
global_efficiency,coherence,alpha2,Baseline_vs_T1,24,0.23270017911008245,0.23216255921023085,-0.000537619899851613,-0.2004840994224354,23.0,0.8428642076685705,0.996872804237865,-0.040923645427198195,117.0,0.35962629318237305,0.9505211614793346,0.9318434989726552,False,
global_efficiency,coherence,alpha2,Baseline_vs_T2,24,0.23270017911008245,0.23498177417852714,0.0022815950684446826,0.9599693307980478,23.0,0.3470544861463724,0.9710639594472916,0.1959529190980208,142.0,0.8333734273910522,0.9669384080536512,0.9318434989726552,False,
global_efficiency,coherence,beta1,Baseline_vs_T0,24,0.22656039987734167,0.22364039624591925,-0.0029200036314223966,-1.151274761385784,23.0,0.26144734581659124,0.9702209526314701,-0.2350029765949691,104.0,0.19737839698791504,0.8442323514730623,0.8574157270327646,False,
global_efficiency,coherence,beta1,Baseline_vs_T1,24,0.22656039987734167,0.22712821456065294,0.0005678146833113101,0.21665192150006088,23.0,0.8303897876347317,0.996872804237865,0.044223888289055456,134.0,0.6634435653686523,0.9669384080536512,0.8574157270327646,False,
global_efficiency,coherence,beta1,Baseline_vs_T2,24,0.22656039987734167,0.22807255887926506,0.0015121590019234233,0.6068377674036715,23.0,0.5499025817746109,0.993966172914778,0.12387024056572811,143.0,0.8553357124328613,0.9669384080536512,0.8574157270327646,False,
global_efficiency,coherence,beta2,Baseline_vs_T0,24,0.2186735602070613,0.21874043912977736,6.687892271605457e-05,0.036404767337198364,23.0,0.9712737375327826,0.996872804237865,0.007431092015072954,147.0,0.944107174873352,0.9804189892915579,0.7140878719443333,False,
global_efficiency,coherence,beta2,Baseline_vs_T1,24,0.2186735602070613,0.2213066678494274,0.00263310764236609,1.0117843463077723,23.0,0.32216750562357815,0.9702209526314701,0.20652961484912258,134.0,0.6634435653686523,0.9669384080536512,0.7140878719443333,False,
global_efficiency,coherence,beta2,Baseline_vs_T2,24,0.2186735602070613,0.22356310327176254,0.00488954306470123,1.5965697951239362,23.0,0.12401133692731635,0.8310405404656145,0.32589844473279345,97.0,0.1355280876159668,0.8131685256958008,0.7140878719443333,False,
global_efficiency,coherence,delta,Baseline_vs_T0,24,0.22244010200466824,0.22342336505652338,0.000983263051855164,0.35128025514684913,23.0,0.7285756558210443,0.996872804237865,0.07170478181870539,116.0,0.344876766204834,0.9505211614793346,0.0027481408757739053,True,
global_efficiency,coherence,delta,Baseline_vs_T1,24,0.22244010200466824,0.23373500239266085,0.011294900387992626,4.402861172679003,23.0,0.00020625402843127858,0.08910174028231235,0.898730273447961,31.0,0.00027811527252197266,0.12014579772949219,0.0027481408757739053,True,
global_efficiency,coherence,delta,Baseline_vs_T2,24,0.22244010200466824,0.22990785092558808,0.0074677489209198505,2.4430228685064534,23.0,0.0226588751808874,0.7389722819997397,0.49867995481594124,73.0,0.026927709579467773,0.5816385269165039,0.0027481408757739053,True,
global_efficiency,coherence,theta,Baseline_vs_T0,24,0.22909242501863103,0.2279618230987209,-0.0011306019199101524,-0.25702520571380955,23.0,0.7994446917457905,0.996872804237865,-0.05246505041939273,141.0,0.8115357160568237,0.9669384080536512,0.6238959104265877,False,
global_efficiency,coherence,theta,Baseline_vs_T1,24,0.22909242501863103,0.2339077841199284,0.004815359101297392,1.2141677537401947,23.0,0.23700381999078143,0.9702209526314701,0.24784095490039157,81.0,0.04906117916107178,0.6055551256452288,0.6238959104265877,False,
global_efficiency,coherence,theta,Baseline_vs_T2,24,0.22909242501863103,0.23537767612554364,0.006285251106912629,1.7406337262751495,23.0,0.09511180569285013,0.7921147536740261,0.35530537153778674,75.0,0.03148162364959717,0.5913070181141729,0.6238959104265877,False,
global_efficiency,wpli,alpha1,Baseline_vs_T0,24,0.1618746724143754,0.16732500254054927,0.00545033012617388,0.9724106010529916,23.0,0.3409627629112465,0.9710639594472916,0.19849248275441067,112.0,0.28966712951660156,0.9214962838401257,0.8754429249632198,False,
global_efficiency,wpli,alpha1,Baseline_vs_T1,24,0.1618746724143754,0.16427320894218797,0.0023985365278126006,0.4838542641303059,23.0,0.633064310668098,0.996872804237865,0.09876633808242391,110.0,0.26434290409088135,0.9214962838401257,0.8754429249632198,False,
global_efficiency,wpli,alpha1,Baseline_vs_T2,24,0.1618746724143754,0.15866803128798512,-0.0032066411263902733,-0.5792802361975128,23.0,0.5680310217675619,0.996872804237865,-0.11824508306356868,135.0,0.6839864253997803,0.9669384080536512,0.8754429249632198,False,
global_efficiency,wpli,alpha2,Baseline_vs_T0,24,0.1578479440491731,0.15562515692313292,-0.002222787126040225,-0.36977051522326204,23.0,0.7149364286550384,0.996872804237865,-0.07547909035191928,138.0,0.746925950050354,0.9669384080536512,0.9346311268387354,False,
global_efficiency,wpli,alpha2,Baseline_vs_T1,24,0.1578479440491731,0.1511402359969476,-0.006707708052225546,-1.5757156154804992,23.0,0.12874763966240518,0.8310405404656145,-0.32164160313856377,104.0,0.19737839698791504,0.8442323514730623,0.9346311268387354,False,
global_efficiency,wpli,alpha2,Baseline_vs_T2,24,0.1578479440491731,0.15369988582464256,-0.0041480582245305726,-0.7127177106052273,23.0,0.483189105933991,0.9723109562562193,-0.14548289346895113,121.0,0.4223414659500122,0.9505211614793346,0.9346311268387354,False,
global_efficiency,wpli,beta1,Baseline_vs_T0,24,0.12997749365058617,0.13255675843501225,0.002579264784426056,0.402483174542567,23.0,0.6910447780884623,0.996872804237865,0.08215653397373579,140.0,0.7898378372192383,0.9669384080536512,0.9346311268387354,False,
global_efficiency,wpli,beta1,Baseline_vs_T1,24,0.12997749365058617,0.12729520370621447,-0.0026822899443716994,-0.44643264331001326,23.0,0.6594597277846409,0.996872804237865,-0.09112768171928823,128.0,0.5456695556640625,0.9505211614793346,0.9346311268387354,False,
global_efficiency,wpli,beta1,Baseline_vs_T2,24,0.12997749365058617,0.12614879151717473,-0.00382870213341144,-0.5805981027200734,23.0,0.5671571739102895,0.996872804237865,-0.11851409144101617,119.0,0.3902466297149658,0.9505211614793346,0.9346311268387354,False,
