metric,method,band,contrast,n_pairs,n_subjects,mean_baseline,mean_comparison,mean_difference,t,t_df,t_p_uncorrected,t_p_fdr_bh,cohen_dz,wilcoxon_statistic,wilcoxon_p_uncorrected,wilcoxon_p_fdr_bh,omnibus_p_fdr_bh,interpret_posthoc,skip_reason
characteristic_path_length,wpli,alpha1,Baseline_vs_T1,155,24,7.307355077073906,7.012109504677879,-0.2952455723960275,-1.5587203970461572,154.0,0.12111526385974711,0.5031681023397244,-0.1251994351262051,5097.0,0.09034519599375944,0.4436046200964907,0.6305336798891876,False,
characteristic_path_length,wpli,alpha1,Baseline_vs_T2,155,24,7.307355077073906,7.163059364306068,-0.14429571276783884,-0.6691632253626019,154.0,0.5043932987446309,0.8220701702837919,-0.05374848368019808,5593.0,0.419385775292227,0.7335006272317492,0.6305336798891876,False,
characteristic_path_length,wpli,alpha2,Baseline_vs_T0,155,24,7.864624271963269,8.19411294150682,0.3294886695435528,1.203466959882181,154.0,0.2306423959025588,0.6363201327062001,0.09666479238728959,5606.0,0.43288572897142596,0.7452954226471585,0.6970079737793029,False,
characteristic_path_length,wpli,alpha2,Baseline_vs_T1,155,24,7.864624271963269,7.934112904934899,0.06948863297163117,0.2645225949549378,154.0,0.79173094900628,0.9295583622813628,0.021246966119925267,5809.0,0.6733108555827092,0.8851623397818827,0.6970079737793029,False,
characteristic_path_length,wpli,alpha2,Baseline_vs_T2,155,24,7.864624271963269,7.87077958128189,0.006155309318622052,0.02294616048724161,154.0,0.981722924226247,0.994919579364209,0.001843079962745124,5997.0,0.9316644656668315,0.9737571447584864,0.6970079737793029,False,
characteristic_path_length,wpli,beta1,Baseline_vs_T0,155,24,9.45271625514848,8.98829871585873,-0.46441753928975205,-1.6943385575310328,154.0,0.09222232365037247,0.4632563234530338,-0.1360925479113704,4839.0,0.03120172524137561,0.3586663761222973,0.5846675139297397,False,
characteristic_path_length,wpli,beta1,Baseline_vs_T1,155,24,9.45271625514848,9.233733020619363,-0.2189832345291192,-0.7730040985589972,154.0,0.44070479411094005,0.7662412580644552,-0.062089183328343886,5275.0,0.16894959222609074,0.5392621432203869,0.5846675139297397,False,
characteristic_path_length,wpli,beta1,Baseline_vs_T2,155,24,9.45271625514848,9.125087480989935,-0.32762877415854763,-1.1653587059157315,154.0,0.24567566802762086,0.6363349266523315,-0.09360386376963185,5550.0,0.37653115428384953,0.6942416943716748,0.5846675139297397,False,
characteristic_path_length,wpli,beta2,Baseline_vs_T0,155,24,9.434307161283071,9.547100635600122,0.11279347431705113,0.444458597038713,154.0,0.6573350318488672,0.8914983900135788,0.03569977360383812,6036.0,0.9871719354190129,0.9900224466120051,0.9395670141843885,False,
characteristic_path_length,wpli,beta2,Baseline_vs_T1,155,24,9.434307161283071,9.615167076472286,0.1808599151892154,0.6051769085942819,154.0,0.5459522046732094,0.833397005013521,0.048608979038838804,5693.0,0.5294540161255699,0.8139648931183138,0.9395670141843885,False,
characteristic_path_length,wpli,beta2,Baseline_vs_T2,155,24,9.434307161283071,9.4814264135751,0.0471192522920301,0.15370521998119827,154.0,0.8780434009473774,0.9768139687654421,0.012345900364210903,5899.0,0.7942270392612159,0.9228944326867186,0.9395670141843885,False,
characteristic_path_length,wpli,delta,Baseline_vs_T0,155,24,7.09083403468974,6.731291247724533,-0.35954278696520875,-1.6459972680991428,154.0,0.10180367833150823,0.4925927407855375,-0.132209682105794,5620.0,0.44770154951544794,0.7485287975839061,0.15220370587541737,False,
characteristic_path_length,wpli,delta,Baseline_vs_T1,155,24,7.09083403468974,6.48871908508146,-0.6021149496082814,-2.6579607919962465,154.0,0.008691270727403876,0.288817611864498,-0.21349254835963796,4723.0,0.018190288339303473,0.3586663761222973,0.15220370587541737,False,
characteristic_path_length,wpli,delta,Baseline_vs_T2,155,24,7.09083403468974,6.545856888200355,-0.5449771464893852,-2.6804039068854326,154.0,0.008153996146246968,0.288817611864498,-0.21529522272761534,4870.0,0.03580722765628656,0.3586663761222973,0.15220370587541737,False,
characteristic_path_length,wpli,theta,Baseline_vs_T0,155,24,7.9408863701218015,7.35790921624701,-0.5829771538747931,-2.308449129882979,154.0,0.022304457282557255,0.3002526284259111,-0.1854190960910164,4492.0,0.005530400489840574,0.34130471594444683,0.15220370587541737,False,
characteristic_path_length,wpli,theta,Baseline_vs_T1,155,24,7.9408863701218015,7.284341501174555,-0.6565448689472466,-2.7784166593046025,154.0,0.006142438802845556,0.288817611864498,-0.22316779644981655,4290.0,0.0017169832141968858,0.18543418713326365,0.15220370587541737,False,
characteristic_path_length,wpli,theta,Baseline_vs_T2,155,24,7.9408863701218015,7.3409122683296175,-0.5999741017921847,-2.5909809675164253,154.0,0.010489855932353347,0.2914100854130139,-0.20811259939276905,4648.0,0.012570620952814459,0.3586663761222973,0.15220370587541737,False,
clustering_coefficient,aec,alpha1,Baseline_vs_T0,155,24,0.2472305931739631,0.2377453249447308,-0.009485268229232307,-1.9417940042214026,154.0,0.05398723907828743,0.4164729871753602,-0.15596864769376112,4946.0,0.049606966235559664,0.3586663761222973,0.5237584431853034,False,
clustering_coefficient,aec,alpha1,Baseline_vs_T1,155,24,0.2472305931739631,0.24192147522097932,-0.005309117952983741,-1.0201437312768662,154.0,0.30926022295080874,0.6590084396897313,-0.08193991632202956,5515.0,0.34372414798849615,0.6812334056688145,0.5237584431853034,False,
clustering_coefficient,aec,alpha1,Baseline_vs_T2,155,24,0.2472305931739631,0.24572016278678846,-0.00151043038717464,-0.3322178193739326,154.0,0.740176536978588,0.9046958313206618,-0.026684377392698168,5992.0,0.9245664243177574,0.9737571447584864,0.5237584431853034,False,
clustering_coefficient,aec,alpha2,Baseline_vs_T0,155,24,0.19390677799467448,0.19538886709227452,0.0014820890976000205,0.39092494869073857,154.0,0.6963930037062431,0.8980351570182,0.031399847493861884,6001.0,0.9373468417311125,0.9737571447584864,0.9072804707855763,False,
clustering_coefficient,aec,alpha2,Baseline_vs_T1,155,24,0.19390677799467448,0.19302849642855946,-0.0008782815661150284,-0.22062818879072438,154.0,0.82567417973875,0.9524542163168858,-0.017721282573745948,5730.0,0.5736119019590932,0.8295567373761449,0.9072804707855763,False,
clustering_coefficient,aec,alpha2,Baseline_vs_T2,155,24,0.19390677799467448,0.19610306478045134,0.002196286785776862,0.5675464926022027,154.0,0.571169395891815,0.841566070440616,0.045586431290890836,5827.0,0.6969419223717838,0.8851623397818827,0.9072804707855763,False,
clustering_coefficient,aec,beta1,Baseline_vs_T0,155,24,0.14586325683530763,0.14125822928317947,-0.004605027552128168,-1.1232261538740118,154.0,0.26308944305917853,0.6504436658452468,-0.09021969575204186,5296.0,0.1808733560016883,0.5517109396681467,0.6770298874729298,False,
clustering_coefficient,aec,beta1,Baseline_vs_T1,155,24,0.14586325683530763,0.14391628246584284,-0.001946974369464773,-0.47026456151013024,154.0,0.6388313182757022,0.8761115222066772,-0.03777255855027947,5756.0,0.6056507109788213,0.845742882750672,0.6770298874729298,False,
clustering_coefficient,aec,beta1,Baseline_vs_T2,155,24,0.14586325683530763,0.1405527134911931,-0.005310543344114524,-1.2493260573841725,154.0,0.21344137077651446,0.6283819205916824,-0.10034828373925196,5347.0,0.21241197696702008,0.5787387362295833,0.6770298874729298,False,
clustering_coefficient,aec,beta2,Baseline_vs_T0,155,24,0.13562035688299856,0.13408335930283954,-0.0015369975801590593,-0.35737419194617315,154.0,0.721300973040559,0.9046958313206618,-0.0287049858622078,5658.0,0.48933533989557454,0.7829365438329192,0.934552671822563,False,
clustering_coefficient,aec,beta2,Baseline_vs_T1,155,24,0.13562035688299856,0.1370011452502875,0.0013807883672889377,0.31440797253335395,154.0,0.7536367445619565,0.911963791738838,0.025253856069983593,5862.0,0.7437244778559624,0.8974552358485357,0.934552671822563,False,
clustering_coefficient,aec,beta2,Baseline_vs_T2,155,24,0.13562035688299856,0.13455546662049894,-0.0010648902624996578,-0.2349602906098416,154.0,0.8145516823841225,0.948480665201997,-0.018872464694237312,5851.0,0.7289095652692033,0.8968299102842334,0.934552671822563,False,
clustering_coefficient,aec,delta,Baseline_vs_T0,155,24,0.2693896273069456,0.2710717757525656,0.0016821484456199841,0.3383375550373086,154.0,0.7355696474927055,0.9046958313206618,0.02717592638995793,5952.0,0.868044963640959,0.9737571447584864,0.38226341563543,False,
clustering_coefficient,aec,delta,Baseline_vs_T1,155,24,0.2693896273069456,0.25968678387287825,-0.009702843434067344,-1.8153921691049415,154.0,0.07140914115188646,0.4293646061670533,-0.1458158079763323,5179.0,0.12184189612324302,0.47419548761478364,0.38226341563543,False,
clustering_coefficient,aec,delta,Baseline_vs_T2,155,24,0.2693896273069456,0.2658613731429619,-0.003528254163983749,-0.700212073137593,154.0,0.4848513458880018,0.8212795786240309,-0.056242387147500496,5674.0,0.5074697118014373,0.7943004184718149,0.38226341563543,False,
clustering_coefficient,aec,theta,Baseline_vs_T0,155,24,0.19529387797921804,0.19481233755189223,-0.0004815404273258183,-0.12319635052456672,154.0,0.9021122519065095,0.9768139687654421,-0.00989536899915795,5978.0,0.904725618980117,0.9737571447584864,0.8655765730265133,False,
clustering_coefficient,aec,theta,Baseline_vs_T1,155,24,0.19529387797921804,0.1920915154717734,-0.0032023625074446313,-0.7923003232258652,154.0,0.42940438096026895,0.7534682852477033,-0.06363909339107124,5495.0,0.3258230505638686,0.6771142935213509,0.8655765730265133,False,
clustering_coefficient,aec,theta,Baseline_vs_T2,155,24,0.19529387797921804,0.19229106719220246,-0.003002810787015585,-0.7427325675407778,154.0,0.458775057681368,0.7896048801527927,-0.059657715445413345,5728.0,0.5711810165986493,0.8295567373761449,0.8655765730265133,False,
clustering_coefficient,coherence,alpha1,Baseline_vs_T0,155,24,0.2194879157181993,0.2233197252753603,0.0038318095571609223,1.0778440566075929,154.0,0.28278879016920183,0.6538932592664598,0.08657451798098979,5272.0,0.16729549085912987,0.5392621432203869,0.876353775755543,False,
clustering_coefficient,coherence,alpha1,Baseline_vs_T1,155,24,0.2194879157181993,0.22103969109434926,0.0015517753761499344,0.3930855680639213,154.0,0.694799897628951,0.8980351570182,0.03157339261815604,5672.0,0.5051837780434725,0.7943004184718149,0.876353775755543,False,
clustering_coefficient,coherence,alpha1,Baseline_vs_T2,155,24,0.2194879157181993,0.22132828912176986,0.0018403734035705589,0.48950352793383206,154.0,0.625181780394659,0.865255437534153,0.03931786952024182,5607.0,0.433934500575328,0.7452954226471585,0.876353775755543,False,
clustering_coefficient,coherence,alpha2,Baseline_vs_T0,155,24,0.21883717075814962,0.2156743154669843,-0.0031628552911652703,-0.9403522993889439,154.0,0.3485095325445365,0.6993248101947163,-0.07553091428471093,5463.0,0.2984657062287477,0.6734175687955105,0.9072804707855763,False,
clustering_coefficient,coherence,alpha2,Baseline_vs_T1,155,24,0.21883717075814962,0.21802733480559794,-0.0008098359525516129,-0.21591566094548717,154.0,0.8293392099017807,0.9524542163168858,-0.01734276322841737,5757.0,0.6068988278997878,0.845742882750672,0.9072804707855763,False,
clustering_coefficient,coherence,alpha2,Baseline_vs_T2,155,24,0.21883717075814962,0.21760621615759115,-0.0012309546005583839,-0.33847354074788044,154.0,0.7354673867820093,0.9046958313206618,-0.027186849025076513,5709.0,0.5483355955862893,0.8258052346514569,0.9072804707855763,False,
clustering_coefficient,coherence,beta1,Baseline_vs_T0,155,24,0.21690158603493517,0.21444439683290403,-0.00245718920203116,-0.5305822252581175,154.0,0.596472599194521,0.8476189567501088,-0.04261738988994196,5856.0,0.7356314534670054,0.8968299102842334,0.8655765730265133,False,
clustering_coefficient,coherence,beta1,Baseline_vs_T1,155,24,0.21690158603493517,0.21224342814366115,-0.004658157891273999,-0.9717666556847878,154.0,0.3326904901385637,0.6905995544239637,-0.07805417610289611,5576.0,0.4021107846176686,0.7178175989869124,0.8655765730265133,False,
clustering_coefficient,coherence,beta1,Baseline_vs_T2,155,24,0.21690158603493517,0.2136499413841238,-0.0032516446508113446,-0.6474541346587298,154.0,0.5183020668681158,0.8252056643427254,-0.0520047675535733,5916.0,0.8177378754137289,0.9370365044528671,0.8655765730265133,False,
clustering_coefficient,coherence,beta2,Baseline_vs_T0,155,24,0.21184918764546445,0.21286580946161854,0.0010166218161540774,0.2161996128802857,154.0,0.8291182675521148,0.9524542163168858,0.017365570796668315,5987.0,0.9174743835376278,0.9737571447584864,0.8289672857533479,False,
clustering_coefficient,coherence,beta2,Baseline_vs_T1,155,24,0.21184918764546445,0.2121418650261653,0.00029267738070085184,0.0569232430692478,154.0,0.9546801284493409,0.9840473437859638,0.0045721849097035035,5985.0,0.914639372938384,0.9737571447584864,0.8289672857533479,False,
clustering_coefficient,coherence,beta2,Baseline_vs_T2,155,24,0.21184918764546445,0.20784568321517166,-0.004003504430292825,-0.8276568146054242,154.0,0.40914559826252156,0.7364620768725387,-0.06647899511889488,5543.0,0.3698197015797825,0.6904065777327243,0.8289672857533479,False,
clustering_coefficient,coherence,delta,Baseline_vs_T0,155,24,0.26382022196197624,0.266585899381063,0.0027656774190867217,0.6394959232695813,154.0,0.5234505042257802,0.8252056643427254,0.05136554863244771,5650.0,0.48040074047055425,0.7786549327334865,0.11887427226118392,False,
clustering_coefficient,coherence,delta,Baseline_vs_T1,155,24,0.26382022196197624,0.25277528247700093,-0.0110449394849753,-2.478677038685069,154.0,0.014265505911720067,0.2914100854130139,-0.19909213075786547,4843.0,0.031765857094213534,0.3586663761222973,0.11887427226118392,False,
clustering_coefficient,coherence,delta,Baseline_vs_T2,155,24,0.26382022196197624,0.2550687494062044,-0.008751472555771838,-1.8557268692344338,154.0,0.06540374393273053,0.4293646061670533,-0.1490555690532817,5023.0,0.06788357909621105,0.4160114403381392,0.11887427226118392,False,
clustering_coefficient,coherence,theta,Baseline_vs_T0,155,24,0.24112922429445835,0.244124530658196,0.0029953063637376386,0.868960838292569,154.0,0.3862208021331309,0.7069804513623413,0.069796614137591,5584.0,0.41018642294743524,0.7292203074621071,0.2708724410409075,False,
clustering_coefficient,coherence,theta,Baseline_vs_T1,155,24,0.24112922429445835,0.23664902471921268,-0.004480199575245674,-1.2086429069251898,154.0,0.22865259092487836,0.6363201327062001,-0.09708053445832164,5357.0,0.2190359091215719,0.5787387362295833,0.2708724410409075,False,
clustering_coefficient,coherence,theta,Baseline_vs_T2,155,24,0.24112922429445835,0.23471015803985526,-0.006419066254603107,-1.6450023570519834,154.0,0.10200897440046768,0.4925927407855375,-0.1321297689274323,5299.0,0.18262653789940964,0.5517109396681467,0.2708724410409075,False,
clustering_coefficient,wpli,alpha1,Baseline_vs_T0,155,24,0.1663049401302804,0.1498346866012318,-0.01647025352904862,-2.9080575110296816,154.0,0.004174755483489374,0.288817611864498,-0.2335808002419132,4363.0,0.0026570899852622503,0.22957257472665843,0.15220370587541737,False,
clustering_coefficient,wpli,alpha1,Baseline_vs_T1,155,24,0.1663049401302804,0.1509484400148901,-0.015356500115390314,-2.9680801554103207,154.0,0.003475968410470789,0.288817611864498,-0.23840193505575025,4422.0,0.0037381657579054596,0.2691479345691931,0.15220370587541737,False,
clustering_coefficient,wpli,alpha1,Baseline_vs_T2,155,24,0.1663049401302804,0.15623007187258306,-0.010074868257697375,-1.843455878629526,154.0,0.06718457544100055,0.4293646061670533,-0.14806993936941745,4947.0,0.04981477446143018,0.3586663761222973,0.15220370587541737,False,
clustering_coefficient,wpli,alpha2,Baseline_vs_T0,155,24,0.16545810036921904,0.15846220348571946,-0.006995896883499584,-1.1693001759133819,154.0,0.2440893713130901,0.6363349266523315,-0.09392045025827205,5409.0,0.2558732987939193,0.6175266205529225,0.6770298874729298,False,
clustering_coefficient,wpli,alpha2,Baseline_vs_T1,155,24,0.16545810036921904,0.1578165152399862,-0.00764158512923286,-1.3848394337735972,154.0,0.1681045518620279,0.5856545677773876,-0.11123298006333454,5305.0,0.1861706417712835,0.5546601189323757,0.6770298874729298,False,
clustering_coefficient,wpli,alpha2,Baseline_vs_T2,155,24,0.16545810036921904,0.1639721814446258,-0.0014859189245932235,-0.23728227546845815,154.0,0.8127531790071195,0.948480665201997,-0.019058971006223283,5903.0,0.7997430601556599,0.9228944326867186,0.6770298874729298,False,
clustering_coefficient,wpli,beta1,Baseline_vs_T0,155,24,0.1614262150818883,0.15706866543849382,-0.004357549643394501,-0.7908046593256972,154.0,0.430274159360886,0.7534682852477033,-0.06351895877565558,5492.0,0.3231911257391793,0.6771142935213509,0.33534092388480746,False,
clustering_coefficient,wpli,beta1,Baseline_vs_T1,155,24,0.1614262150818883,0.15078536317793498,-0.010640851903953311,-2.0485931874435432,154.0,0.04219968977898504,0.3963101300982943,-0.1645469645212634,4802.0,0.026378734374561192,0.3586663761222973,0.33534092388480746,False,
clustering_coefficient,wpli,beta1,Baseline_vs_T2,155,24,0.1614262150818883,0.14779181181627832,-0.013634403265610006,-2.361398022039095,154.0,0.01945758332636889,0.2914100854130139,-0.189672053453393,4856.0,0.03366007594133509,0.3586663761222973,0.33534092388480746,False,
clustering_coefficient,wpli,beta2,Baseline_vs_T0,155,24,0.1619939839609136,0.15162205984967836,-0.01037192411123526,-1.761316472932689,154.0,0.08016943156500858,0.4313431063702626,-0.14147234353739105,5265.0,0.16348327888815806,0.5392621432203869,0.5141042116065346,False,
clustering_coefficient,wpli,beta2,Baseline_vs_T1,155,24,0.1619939839609136,0.1561125915293706,-0.00588139243154302,-0.9148025629865117,154.0,0.36172542972007016,0.7069282866282292,-0.07347871007203119,5494.0,0.3249441981446729,0.6771142935213509,0.5141042116065346,False,
clustering_coefficient,wpli,beta2,Baseline_vs_T2,155,24,0.1619939839609136,0.1512451180760577,-0.010748865884855945,-1.8056634454043807,154.0,0.07292402726603622,0.4293646061670533,-0.1450343780841481,5345.0,0.21110473861860402,0.5787387362295833,0.5141042116065346,False,
clustering_coefficient,wpli,delta,Baseline_vs_T0,155,24,0.15234962637862787,0.15767479485767474,0.005325168479046864,0.9398423710204372,154.0,0.348770231408773,0.6993248101947163,0.07548995585251689,5855.0,0.734285436330234,0.8968299102842334,0.49982731092310917,False,
clustering_coefficient,wpli,delta,Baseline_vs_T1,155,24,0.15234962637862787,0.1518045956034328,-0.0005450307751950545,-0.09162594160021582,154.0,0.927114316783545,0.977443298599914,-0.007359572732218491,5984.0,0.9132222724819916,0.9737571447584864,0.49982731092310917,False,
clustering_coefficient,wpli,delta,Baseline_vs_T2,155,24,0.15234962637862787,0.16362068580136604,0.011271059422738186,1.9595905018218618,154.0,0.05184908228766171,0.4147926583012937,0.15739809677970668,5043.0,0.07344598129850707,0.4160114403381392,0.49982731092310917,False,
clustering_coefficient,wpli,theta,Baseline_vs_T0,155,24,0.16212220828760462,0.17034956620015734,0.00822735791255272,1.338226815197634,154.0,0.182795035970169,0.600707852717897,0.10748896444223718,5362.0,0.22240295114420983,0.5787835837005942,0.739414909353474,False,
clustering_coefficient,wpli,theta,Baseline_vs_T1,155,24,0.16212220828760462,0.16415838585162226,0.002036177564017626,0.331948690793445,154.0,0.7403793524802313,0.9046958313206618,0.026662760464917397,6005.0,0.9430324104896117,0.9737571447584864,0.739414909353474,False,
clustering_coefficient,wpli,theta,Baseline_vs_T2,155,24,0.16212220828760462,0.16536321866086987,0.0032410103732652346,0.6072462467151984,154.0,0.5445818153276573,0.833397005013521,0.0487751922765143,5823.0,0.6916641076294678,0.8851623397818827,0.739414909353474,False,
global_efficiency,aec,alpha1,Baseline_vs_T0,155,24,0.2642400029522978,0.26304844025094243,-0.0011915627013553815,-0.5654586572039798,154.0,0.5725847453875308,0.841566070440616,-0.04541873231614888,5686.0,0.5212985455647958,0.8071719415196839,0.6008903696598039,False,
global_efficiency,aec,alpha1,Baseline_vs_T1,155,24,0.2642400029522978,0.2616289260774105,-0.0026110768748872954,-1.2445881766146352,154.0,0.2151739311697398,0.6283819205916824,-0.09996772799803919,5429.0,0.2711276337526526,0.6331196636818698,0.6008903696598039,False,
global_efficiency,aec,alpha1,Baseline_vs_T2,155,24,0.2642400029522978,0.26030438950829954,-0.003935613443998318,-1.7247239021044245,154.0,0.0865835711943929,0.45274478758305614,-0.1385331575190415,4963.0,0.053240208815732874,0.3638513354937997,0.6008903696598039,False,
global_efficiency,aec,alpha2,Baseline_vs_T0,155,24,0.19929936862589967,0.19984612448339467,0.0005467558574950016,0.29542053649610767,154.0,0.7680705782109887,0.9165925132241632,0.02372874850684198,5716.0,0.5566996203176511,0.8258052346514569,0.5237584431853034,False,
global_efficiency,aec,alpha2,Baseline_vs_T1,155,24,0.19929936862589967,0.1964672779140586,-0.002832090711841037,-1.6079869897771846,154.0,0.10988627949081761,0.49841419441029094,-0.12915662308127795,5121.0,0.09879899523325295,0.44867054490197567,0.5237584431853034,False,
global_efficiency,aec,alpha2,Baseline_vs_T2,155,24,0.19929936862589967,0.1994177587492305,0.00011839012333086212,0.06891551264383643,154.0,0.9451462723457105,0.9793117468003448,0.005535427181675397,5958.0,0.8764875023880208,0.9737571447584864,0.5237584431853034,False,
global_efficiency,aec,beta1,Baseline_vs_T0,155,24,0.1283590594386743,0.1262212801801934,-0.002137779258480889,-0.9144557363407528,154.0,0.3619069850334146,0.7069282866282292,-0.073450852285466,5358.0,0.2197063720871566,0.5787387362295833,0.674992833111319,False,
global_efficiency,aec,beta1,Baseline_vs_T1,155,24,0.1283590594386743,0.1250889329334217,-0.0032701265052525945,-1.3962301871513894,154.0,0.16465453524376317,0.5856545677773876,-0.11214790739171493,5225.0,0.14294530220440022,0.5138400608714984,0.674992833111319,False,
global_efficiency,aec,beta1,Baseline_vs_T2,155,24,0.1283590594386743,0.12574655838624207,-0.0026125010524321807,-1.0665499472349507,154.0,0.2878443087853292,0.6538932592664598,-0.08566735328590527,5104.0,0.09274848906020784,0.4436046200964907,0.674992833111319,False,
global_efficiency,aec,beta2,Baseline_vs_T0,155,24,0.11660072943617349,0.1114509838728432,-0.005149745563330279,-2.4300023072859367,154.0,0.016248388341533335,0.2914100854130139,-0.1951824822489734,4583.0,0.009005942868330036,0.3469167600228548,0.28691574931329566,False,
global_efficiency,aec,beta2,Baseline_vs_T1,155,24,0.11660072943617349,0.11250133425922329,-0.0040993951769502,-1.8862449019948626,154.0,0.06114462488288548,0.4293646061670533,-0.15150683643260734,5009.0,0.06419983822837372,0.40785779580378595,0.28691574931329566,False,
global_efficiency,aec,beta2,Baseline_vs_T2,155,24,0.11660072943617349,0.11252920837721286,-0.004071521058960631,-1.7571655762016098,154.0,0.08087683244442424,0.4313431063702626,-0.14113893548872297,4701.0,0.01634925290044474,0.3586663761222973,0.28691574931329566,False,
global_efficiency,aec,delta,Baseline_vs_T0,155,24,0.24243031419595842,0.23919155941915562,-0.0032387547768027956,-1.1387855405164407,154.0,0.2565609842160427,0.6487628928935596,-0.0914694557617485,5350.0,0.21438378206531794,0.5787387362295833,0.6697461973900107,False,
global_efficiency,aec,delta,Baseline_vs_T1,155,24,0.24243031419595842,0.24286822662207475,0.00043791242611630673,0.1597458535352174,154.0,0.8732906077867709,0.9768139687654421,0.012831095727151418,5690.0,0.5259508855586166,0.8114670805761512,0.6697461973900107,False,
global_efficiency,aec,delta,Baseline_vs_T2,155,24,0.24243031419595842,0.243485412076619,0.001055097880660585,0.35380423207090334,154.0,0.7239695167773772,0.9046958313206618,0.028418239784685495,5593.0,0.419385775292227,0.7335006272317492,0.6697461973900107,False,
global_efficiency,aec,theta,Baseline_vs_T0,155,24,0.17478119204565137,0.17364266430846276,-0.001138527737188617,-0.49819622545794806,154.0,0.6190564812007768,0.865255437534153,-0.04001608378740911,5995.0,0.9288245649778635,0.9737571447584864,0.5690846349834214,False,
global_efficiency,aec,theta,Baseline_vs_T1,155,24,0.17478119204565137,0.1775325742412176,0.0027513821955662027,1.206292928726384,154.0,0.22955446517026357,0.6363201327062001,0.09689177966714362,5361.0,0.22172659515279725,0.5787835837005942,0.5690846349834214,False,
global_efficiency,aec,theta,Baseline_vs_T2,155,24,0.17478119204565137,0.17633010729752058,0.0015489152518692053,0.6691070288588563,154.0,0.5044290448789456,0.8220701702837919,0.053743969868395546,5450.0,0.28780306421498447,0.661334700749326,0.5690846349834214,False,
global_efficiency,coherence,alpha1,Baseline_vs_T0,155,24,0.2373286961562627,0.23515671887598003,-0.0021719772802826693,-1.273154326749729,154.0,0.20488179755159236,0.6258051868594342,-0.102262216392123,5424.0,0.2672568729175798,0.6274726581543179,0.5690846349834214,False,
global_efficiency,coherence,alpha1,Baseline_vs_T1,155,24,0.2373286961562627,0.2353194098764606,-0.002009286279802077,-1.1046870426683097,154.0,0.2710181941021862,0.6504436658452468,-0.08873059850593258,5564.0,0.39017770597522916,0.7070408977836368,0.5690846349834214,False,
global_efficiency,coherence,alpha1,Baseline_vs_T2,155,24,0.2373286961562627,0.23790355217470857,0.0005748560184458519,0.3362559354052006,154.0,0.737135606768986,0.9046958313206618,0.027008726677564723,5873.0,0.7586348719375371,0.906819624196948,0.5690846349834214,False,
global_efficiency,coherence,alpha2,Baseline_vs_T0,155,24,0.23280689466492277,0.2306813537045235,-0.0021255409603992102,-1.1684639151956682,154.0,0.24442532700542544,0.6363349266523315,-0.09385328018102508,5540.0,0.36696626529161336,0.6892583765477259,0.6215222804911742,False,
global_efficiency,coherence,alpha2,Baseline_vs_T1,155,24,0.23280689466492277,0.23092056333777985,-0.0018863313271428564,-1.1411310392787994,154.0,0.2555867898142111,0.6487628928935596,-0.09165785075593286,5371.0,0.2285566964509942,0.5825592631609382,0.6215222804911742,False,
global_efficiency,coherence,alpha2,Baseline_vs_T2,155,24,0.23280689466492277,0.23295820199843562,0.00015130733351282667,0.09576147643423767,154.0,0.9238345129841781,0.977443298599914,0.0076917468836220845,5904.0,0.8011236394849988,0.9228944326867186,0.6215222804911742,False,
global_efficiency,coherence,beta1,Baseline_vs_T0,155,24,0.22619111897037358,0.2244957587273681,-0.001695360243005497,-1.0192709250061187,154.0,0.3096729473542024,0.6590084396897313,-0.08186981083532441,5653.0,0.48374075832518293,0.7786549327334865,0.7132127702964638,False,
global_efficiency,coherence,beta1,Baseline_vs_T1,155,24,0.22619111897037358,0.22536121922546629,-0.0008298997449072725,-0.4870582178276234,154.0,0.6269096109911803,0.865255437534153,-0.03912145748599508,5835.0,0.7075414472840194,0.8856972787381939,0.7132127702964638,False,
global_efficiency,coherence,beta1,Baseline_vs_T2,155,24,0.22619111897037358,0.2266173183455003,0.0004261993751267666,0.2692759278024522,154.0,0.7880777989461833,0.9295583622813628,0.02162876300190834,5491.0,0.3223169059069618,0.6771142935213509,0.7132127702964638,False,
global_efficiency,coherence,beta2,Baseline_vs_T0,155,24,0.21893881282897276,0.21880815928809882,-0.00013065354087395201,-0.08711057090068751,154.0,0.9306967869474893,0.977443298599914,-0.006996889429916377,6022.0,0.9672249784485065,0.9831557427994231,0.33207998922102216,False,
global_efficiency,coherence,beta2,Baseline_vs_T1,155,24,0.21893881282897276,0.22072553657203048,0.0017867237430576588,1.1833205729961604,154.0,0.238505591723601,0.6363349266523315,0.09504659565184964,5598.0,0.42454852375675833,0.7395361381569339,0.33207998922102216,False,
global_efficiency,coherence,beta2,Baseline_vs_T2,155,24,0.21893881282897276,0.22223879583778747,0.0032999830088146684,2.054939323921727,154.0,0.04157447783517383,0.3963101300982943,0.1650566984695764,4853.0,0.033214580856015155,0.3586663761222973,0.33207998922102216,False,
global_efficiency,coherence,delta,Baseline_vs_T0,155,24,0.22442444277050155,0.22755015318125332,0.0031257104107517285,1.3541874921588308,154.0,0.17766031368529442,0.600707852717897,0.10877095686599741,5322.0,0.19648793541472598,0.561812542372111,0.01436734442517578,True,
global_efficiency,coherence,delta,Baseline_vs_T1,155,24,0.22442444277050155,0.23357485052369323,0.00915040775319168,4.217957264076272,154.0,4.192302901097494e-05,0.018110748532741174,0.3387944802990763,3893.0,0.00012079988114288262,0.052185548653725294,0.01436734442517578,True,
