metric,method,band,window,n,mean,std,median,min,max,sem,ci95_lower,ci95_upper
clustering_coefficient,aec,beta1,Baseline,155,0.14586325683530763,0.059575228845309865,0.1373326115677312,0.0434763444346465,0.3570402241581542,0.004785197533234258,0.13641015625211092,0.15531635741850433
clustering_coefficient,aec,beta1,T0,159,0.1421548260195047,0.06432386092174511,0.1275434425205414,0.0395594116101892,0.3723486097232555,0.005101213990350332,0.13207945870595578,0.1522301933330536
clustering_coefficient,aec,beta1,T1,159,0.14437562571899212,0.06399555375151592,0.128981267641754,0.0521497155011567,0.4022259808688647,0.005075177538155042,0.13435168279577567,0.15439956864220858
clustering_coefficient,aec,beta1,T2,159,0.14189167699828367,0.06448782782895522,0.1333782766920891,0.0422001474619501,0.3808201609750811,0.00511421741192716,0.13179062672986022,0.15199272726670712
clustering_coefficient,aec,beta2,Baseline,155,0.13562035688299856,0.0705573138124352,0.1280639595495691,0.03386524663168,0.3507957622610329,0.005667299824958721,0.12442467375635904,0.14681604000963808
clustering_coefficient,aec,beta2,T0,159,0.13356619281909551,0.07464464440810961,0.1156958063385626,0.0363632186098605,0.3686451850250452,0.005919705361321833,0.12187422968715754,0.1452581559510335
clustering_coefficient,aec,beta2,T1,159,0.13614063804663448,0.07690428143074572,0.1224272004200142,0.0357635739967183,0.3766264049641627,0.006098906233716732,0.12409473669220625,0.14818653940106272
clustering_coefficient,aec,beta2,T2,159,0.13429910977215562,0.0800682180260687,0.1253419228685161,0.0350845162689268,0.4129360701414781,0.006349822727119987,0.1217576252406939,0.14684059430361734
clustering_coefficient,aec,delta,Baseline,155,0.2693896273069456,0.05866716082570799,0.2576605684461666,0.1275848396314331,0.4053222004177332,0.0047122597547040145,0.26008061443422953,0.27869864017966167
clustering_coefficient,aec,delta,T0,159,0.2697684674319892,0.06109056208274224,0.270326166246824,0.1204323038664126,0.4123791601947486,0.004844796713213146,0.26019954784982036,0.279337387014158
clustering_coefficient,aec,delta,T1,159,0.2587844854517642,0.05814178548070811,0.2554989578586438,0.1372351821468064,0.4151558400974984,0.004610943517195973,0.24967744746322726,0.26789152344030115
clustering_coefficient,aec,delta,T2,159,0.26502019608342803,0.06101911356784729,0.2643708747567282,0.1365410346163276,0.4064263385366755,0.004839130477409682,0.2554624678386767,0.27457792432817935
clustering_coefficient,aec,theta,Baseline,155,0.19529387797921804,0.051258694340159124,0.1948882870420674,0.0855208843476955,0.3000791458823971,0.004117197406832093,0.18716040366862785,0.20342735228980824
clustering_coefficient,aec,theta,T0,159,0.1941099390521321,0.05253385573034424,0.1940528429200158,0.0766595180626429,0.3290275855268225,0.004166205759083772,0.18588129908407833,0.2023385790201859
clustering_coefficient,aec,theta,T1,159,0.19139440241349895,0.05097107548086417,0.1886616055581043,0.0905207198376687,0.3356409573874561,0.004042269223585855,0.1834105485142265,0.1993782563127714
clustering_coefficient,aec,theta,T2,159,0.191654433941954,0.05559383103460651,0.1918142102178049,0.0671785189636796,0.3376487477503715,0.004408877585814127,0.1829464947726545,0.2003623731112535
clustering_coefficient,coherence,alpha1,Baseline,155,0.2194879157181993,0.054565540733561735,0.2173138206768967,0.1051792071266145,0.4029221206913069,0.004382809700921342,0.21082972749251558,0.22814610394388304
clustering_coefficient,coherence,alpha1,T0,159,0.22368422901198817,0.04777477455290611,0.228119403866233,0.0990171412688166,0.3448241094435696,0.003788786071650903,0.21620102767666852,0.23116743034730783
clustering_coefficient,coherence,alpha1,T1,159,0.22156135084602538,0.04947791081302682,0.2240860828367828,0.1091520906356613,0.3973402613878724,0.003923853562829183,0.21381137877959838,0.22931132291245238
clustering_coefficient,coherence,alpha1,T2,159,0.22225493555877798,0.053228308383630706,0.225536397638308,0.0973896902600557,0.3467854502826643,0.004221279436873272,0.21391752000630704,0.23059235111124893
clustering_coefficient,coherence,alpha2,Baseline,155,0.21883717075814957,0.04769219626070503,0.2147153932052348,0.1063190952259795,0.3706909194037017,0.003830729387440976,0.21126961059893257,0.22640473091736657
clustering_coefficient,coherence,alpha2,T0,159,0.21674886773809557,0.04748389551264597,0.2115295747311936,0.0973723928042527,0.3498019691219211,0.003765717863237856,0.2093112282383442,0.22418650723784694
clustering_coefficient,coherence,alpha2,T1,159,0.2193381992809573,0.04718481921971465,0.213096437522334,0.1022759798798765,0.3658936884653425,0.003741999570401867,0.21194740559336453,0.22672899296855006
clustering_coefficient,coherence,alpha2,T2,159,0.2202649794650236,0.049198150825649725,0.2194585438071002,0.0991667094263626,0.3449456737832166,0.0039016671526681938,0.21255882760142752,0.22797113132861968
clustering_coefficient,coherence,beta1,Baseline,155,0.21690158603493517,0.059604981354563796,0.2111869054505074,0.091325919165862,0.4174759987746839,0.004787587312285869,0.2074437644717602,0.22635940759811016
clustering_coefficient,coherence,beta1,T0,159,0.2151242539375078,0.05340666637717289,0.2084554595450565,0.1213524978804232,0.3846211035134776,0.004235424145833685,0.20675890128249835,0.22348960659251726
clustering_coefficient,coherence,beta1,T1,159,0.21275068705955807,0.05686347972595966,0.2058410676645857,0.124357134589658,0.4076283405362842,0.004509567276612385,0.20384387648015911,0.22165749763895704
clustering_coefficient,coherence,beta1,T2,159,0.2139761141607269,0.06013529330246872,0.2021135215517638,0.111571785802644,0.3887594483674684,0.0047690389711148515,0.20455682309442297,0.22339540522703083
clustering_coefficient,coherence,beta2,Baseline,155,0.21184918764546445,0.0675999399311165,0.2009118081537175,0.0989894232994249,0.489379930685917,0.005429757838532063,0.20112276587634006,0.22257560941458884
clustering_coefficient,coherence,beta2,T0,159,0.21301244534927255,0.0700452029178274,0.2054771035153421,0.0874735601401315,0.445948207313126,0.005554945924593219,0.2020409156892642,0.2239839750092809
clustering_coefficient,coherence,beta2,T1,159,0.21229197030798105,0.0702021348286757,0.2054717630460485,0.1028221938742205,0.4581519127250681,0.005567391434668022,0.20129585961968308,0.22328808099627903
clustering_coefficient,coherence,beta2,T2,159,0.20760658614478847,0.07000044975028552,0.2074503574342562,0.08538435497248,0.4037492750044395,0.00555139676754472,0.1966420663967314,0.21857110589284554
clustering_coefficient,coherence,delta,Baseline,155,0.26382022196197624,0.05690474144658408,0.2640105092255802,0.1235623440564751,0.3947328904706013,0.0045706988236095475,0.25479086101814985,0.27284958290580263
clustering_coefficient,coherence,delta,T0,159,0.26471553282919325,0.05488496824356188,0.2633241284872734,0.1265130808679595,0.3877727980036122,0.004352661109764673,0.25611862637609484,0.27331243928229165
clustering_coefficient,coherence,delta,T1,159,0.25209867939068675,0.054625594194792876,0.2534264722125355,0.1295682437744653,0.3812025632470757,0.004332091409697634,0.24354239998912883,0.26065495879224465
clustering_coefficient,coherence,delta,T2,159,0.25399227946652553,0.06263863706776591,0.2529399992426906,0.1169050450220074,0.4078179302232279,0.0049675670453815084,0.24418087717452672,0.2638036817585243
clustering_coefficient,coherence,theta,Baseline,155,0.24112922429445835,0.061692081419673805,0.2476844677565797,0.116397045337224,0.3795431134613938,0.004955227223650872,0.23134023208829835,0.25091821650061835
clustering_coefficient,coherence,theta,T0,159,0.24347228593036896,0.057044368666864353,0.2472902360220402,0.1147342663170435,0.3788642454741549,0.004523912702754719,0.23453714181351662,0.2524074300472213
clustering_coefficient,coherence,theta,T1,159,0.23588170347494058,0.05676220428671022,0.2343346637090317,0.1144153456971942,0.3653453198484554,0.0045015356118432775,0.22699075617295777,0.2447726507769234
clustering_coefficient,coherence,theta,T2,159,0.2340338262457338,0.05766103600961184,0.2352017065440473,0.1143827124477816,0.3693507986527473,0.004572817604157368,0.2250020904458043,0.2430655620456633
clustering_coefficient,wpli,alpha1,Baseline,155,0.1663049401302804,0.052483131349794765,0.1611171309926514,0.0417243013589895,0.3325026618197227,0.004215546554148385,0.15797717825362936,0.17463270200693146
clustering_coefficient,wpli,alpha1,T0,159,0.15142836018044303,0.05245137394634664,0.149183154111103,0.0360657555022644,0.3628748388772895,0.004159664528124556,0.14321263974580256,0.1596440806150835
clustering_coefficient,wpli,alpha1,T1,159,0.15195150067906238,0.049831044690958164,0.1472558650948399,0.0578243780293969,0.3226162922097416,0.0039518589010156075,0.14414621549118975,0.159756785866935
clustering_coefficient,wpli,alpha1,T2,159,0.15610917871448446,0.05147595148148793,0.1474776557276697,0.0576753907202446,0.2926958807384502,0.004082308494874425,0.14804624356789278,0.16417211386107614
clustering_coefficient,wpli,alpha2,Baseline,155,0.16545810036921904,0.06391077025831492,0.1555563991764177,0.0396262857355675,0.4210858806010016,0.005133436599652549,0.15531705766890233,0.17559914306953575
clustering_coefficient,wpli,alpha2,T0,159,0.15972442089531005,0.05415085534166983,0.1523114266021369,0.0626450356403682,0.362290239941144,0.004294442169670509,0.15124250220927335,0.16820633958134676
clustering_coefficient,wpli,alpha2,T1,159,0.16047571282218034,0.055387486671786765,0.150439722035419,0.0562345547032001,0.3516737140071909,0.004392513413400307,0.1518000944000919,0.1691513312442688
clustering_coefficient,wpli,alpha2,T2,159,0.1653792294921353,0.055108060593844294,0.1678904805797234,0.0355303202569262,0.332258612987804,0.004370353483979979,0.1567473789709768,0.1740110800132938
clustering_coefficient,wpli,beta1,Baseline,155,0.1614262150818883,0.05936726965869612,0.1619165417397346,0.04176341184404,0.3763897972143754,0.004768493849403158,0.15200611242662848,0.17084631773714815
clustering_coefficient,wpli,beta1,T0,159,0.15746867913231094,0.05770561373353192,0.1532604077300121,0.0280901228538312,0.3264372590626579,0.00457635284762162,0.1484299609010401,0.16650739736358178
clustering_coefficient,wpli,beta1,T1,159,0.15089791737586883,0.05360661501864531,0.1498415144721505,0.0458154927310306,0.3428423000176799,0.004251281104551874,0.14250124576739776,0.1592945889843399
clustering_coefficient,wpli,beta1,T2,159,0.1487665234125987,0.052785180031060815,0.1500120701859439,0.0428505394813764,0.3078494873813216,0.004186137072605049,0.1404985172652103,0.1570345295599871
clustering_coefficient,wpli,beta2,Baseline,155,0.1619939839609136,0.05529119012981433,0.1574426603225052,0.0344610547184718,0.3342837126809766,0.0044410952630289935,0.15322065330331874,0.17076731461850847
clustering_coefficient,wpli,beta2,T0,159,0.1520536944176078,0.05507971736724058,0.1491255723324519,0.0342901256553507,0.3489361006110977,0.004368105719899734,0.14342628343746552,0.16068110539775007
clustering_coefficient,wpli,beta2,T1,159,0.15696550666897038,0.06205988069679425,0.1499848198270454,0.026242061446448,0.3695949250215518,0.004921668679607152,0.14724475787536295,0.16668625546257781
clustering_coefficient,wpli,beta2,T2,159,0.14982397337132897,0.058721821995498025,0.1386668053403008,0.026242061446448,0.3510807055954594,0.00465694340497883,0.14062608136908644,0.1590218653735715
clustering_coefficient,wpli,delta,Baseline,155,0.1523496263786279,0.05711503797530814,0.1529454976533674,0.0,0.2754050803760097,0.0045875902472767745,0.1432868966290603,0.1614123561281955
clustering_coefficient,wpli,delta,T0,159,0.15787633666439846,0.054048810395238456,0.1550582783957929,0.0280716406761569,0.3267593030253611,0.004286349479012317,0.14941040178752765,0.16634227154126927
clustering_coefficient,wpli,delta,T1,159,0.1521318271609756,0.05616205417370808,0.1507761662747885,0.0,0.326870108753907,0.0044539406119647506,0.1433348843659536,0.16092876995599759
clustering_coefficient,wpli,delta,T2,159,0.1629349430034163,0.05551190623485598,0.1624649999983318,0.0,0.3013593875131125,0.004402380526578947,0.15423983612430817,0.17163004988252442
clustering_coefficient,wpli,theta,Baseline,155,0.16212220828760462,0.05993497069180536,0.157911265817382,0.0175071373481029,0.3771754655027433,0.004814092693686284,0.15261202565999418,0.17163239091521507
clustering_coefficient,wpli,theta,T0,159,0.17039593498867153,0.06254486237459958,0.1695073086583992,0.0229413972859499,0.4454466128722196,0.004960130228469929,0.160599221094801,0.18019264888254208
clustering_coefficient,wpli,theta,T1,159,0.16246762242481164,0.06126436144516632,0.1601489489899344,0.0230643485537695,0.3919227503076749,0.004858579899209868,0.15287147978124394,0.17206376506837934
clustering_coefficient,wpli,theta,T2,159,0.1652362158357509,0.050918794004742314,0.1636685806209126,0.0289467248207821,0.2934543984230444,0.004038123032831642,0.15726055104496905,0.17321188062653275
global_efficiency,aec,alpha1,Baseline,155,0.2642400029522978,0.02082412934610518,0.2634157414868235,0.1821422045476674,0.3192543028569083,0.0016726343198357435,0.2609357338276694,0.26754427207692627
global_efficiency,aec,alpha1,T0,159,0.2626080263512512,0.022088875043726003,0.264284671333967,0.1493251543033674,0.3138291362874807,0.0017517617380156847,0.25914813562921607,0.2660679170732863
global_efficiency,aec,alpha1,T1,159,0.26201720199161815,0.022975264360954692,0.2642943777525415,0.1720909038935158,0.3145835193830149,0.0018220569833748681,0.25841847168772475,0.26561593229551156
global_efficiency,aec,alpha1,T2,159,0.2605133660182933,0.023941975328326683,0.2616055395986892,0.1443029489179823,0.3073050636777885,0.001898722149935416,0.256763214951673,0.2642635170849136
global_efficiency,aec,alpha2,Baseline,155,0.19929936862589967,0.022314237414230564,0.1955878016598728,0.1463799988323608,0.2711992065898386,0.0017923226800829306,0.19575865657489327,0.20284008067690606
global_efficiency,aec,alpha2,T0,159,0.20022666619714416,0.02614684467000974,0.1928512421595219,0.1373231075391373,0.2937847803725297,0.0020735796627077228,0.19613115544319315,0.20432217695109517
global_efficiency,aec,alpha2,T1,159,0.1972134599746502,0.022940676824663178,0.1933925634470011,0.1195045168515132,0.2766029532759284,0.0018193140133246613,0.19362014728915866,0.20080677266014174
global_efficiency,aec,alpha2,T2,159,0.20022132868453735,0.022228105435869307,0.1968075827531325,0.1476180287509937,0.2646951714759289,0.0017628034263426253,0.19673962961141833,0.20370302775765636
global_efficiency,aec,beta1,Baseline,155,0.1283590594386743,0.03096170072756405,0.119761796942591,0.0802410595096872,0.2178392841342387,0.0024869036480074007,0.12344621098005625,0.13327190789729232
global_efficiency,aec,beta1,T0,159,0.1267594472743535,0.03241025138955764,0.1192949266067818,0.0803451623033239,0.2857045054994221,0.002570300125801237,0.12168286787139261,0.1318360266773144
global_efficiency,aec,beta1,T1,159,0.12587472144301554,0.03034579975653537,0.1194204055550271,0.0800135377468976,0.2349442834553632,0.002406578461680565,0.1211215074009906,0.13062793548504045
global_efficiency,aec,beta1,T2,159,0.12652410624418117,0.03088286670529466,0.1202092396802997,0.0769088921736899,0.2273270088350647,0.0024491706412156007,0.12168676872599707,0.13136144376236528
global_efficiency,aec,beta2,Baseline,155,0.11660072943617349,0.031215070204226834,0.1137028249059752,0.0625157591776986,0.2183768333965399,0.0025072547741083464,0.11164767757097141,0.12155378130137556
global_efficiency,aec,beta2,T0,159,0.11168128274073824,0.026053878906896463,0.1087688143360873,0.0646882610467038,0.1858548018212931,0.0020662069981222746,0.1076003336781647,0.11576223180331179
global_efficiency,aec,beta2,T1,159,0.11277957178520683,0.028880597086152697,0.1095581903028169,0.0631744490007773,0.2339280193000171,0.002290380331566021,0.1082558597488351,0.11730328382157855
global_efficiency,aec,beta2,T2,159,0.11323544066915707,0.028677850794646232,0.1115931145496764,0.0635226909510365,0.2693374842218279,0.0022743015047682535,0.10874348579613213,0.117727395542182
global_efficiency,aec,delta,Baseline,155,0.24243031419595842,0.03378369882476919,0.2513120727887648,0.1485853047910205,0.3026886136951859,0.002713571989787525,0.23706968513497398,0.24779094325694287
global_efficiency,aec,delta,T0,159,0.23975686121562403,0.03427745491053289,0.2502722282852933,0.1434132954598881,0.3008545767804539,0.0027183789971180297,0.2343878124077892,0.24512591002345888
global_efficiency,aec,delta,T1,159,0.24345601828285096,0.03591447797566324,0.2531797934974705,0.1297520874161764,0.3157928709480494,0.002848203370883909,0.2378305543835463,0.24908148218215562
global_efficiency,aec,delta,T2,159,0.2443105038685324,0.03486138144220054,0.2552159385757265,0.1463961657495098,0.2971710500087194,0.002764687383306222,0.23884999173423715,0.24977101600282764
global_efficiency,aec,theta,Baseline,155,0.17478119204565137,0.029749299642835667,0.1753578005124355,0.1156326971496139,0.2538916785947505,0.002389521249443781,0.170060721352478,0.17950166273882476
global_efficiency,aec,theta,T0,159,0.17415443162683633,0.03250834653876378,0.1704379669605514,0.1036596303209974,0.2445905565542643,0.0025780795771641555,0.16906248709115848,0.17924637616251418
global_efficiency,aec,theta,T1,159,0.1779371742305941,0.029937618790594856,0.17653432303659,0.1086712517022032,0.2621591850020571,0.002374207605450656,0.17324789561009576,0.18262645285109244
global_efficiency,aec,theta,T2,159,0.17709093855690217,0.030970272745818067,0.1755105366105479,0.0962024605174605,0.2476444066633996,0.002456102391119444,0.17223991019443297,0.18194196691937137
global_efficiency,coherence,alpha1,Baseline,155,0.23732869615626268,0.02053409904989658,0.2353255761998563,0.1512452357992433,0.286131242857861,0.001649338525847537,0.23407044759446505,0.2405869447180603
global_efficiency,coherence,alpha1,T0,159,0.2354512910077276,0.021802349694880145,0.2350882051390299,0.1360133318092245,0.2791385194489972,0.0017290387997906194,0.23203628018084954,0.23886630183460567
global_efficiency,coherence,alpha1,T1,159,0.23602583905501118,0.022154246469178702,0.2349131333838266,0.1390846930641676,0.2864489203288057,0.0017569460292772765,0.23255570888040267,0.2394959692296197
global_efficiency,coherence,alpha1,T2,159,0.23827393801107638,0.019060994474530506,0.2365339757062945,0.143468504844601,0.2796230947018152,0.0015116351893391202,0.23528831933178004,0.24125955669037272
global_efficiency,coherence,alpha2,Baseline,155,0.23280689466492271,0.017771413866041374,0.2328079483243457,0.1509963998946479,0.2774561308623395,0.0014274343119130314,0.22998701522782458,0.23562677410202085
global_efficiency,coherence,alpha2,T0,159,0.2310319340188082,0.022897212791229662,0.2299165246701117,0.1520267948985963,0.320159186580117,0.0018158670912610457,0.22744542932175976,0.23461843871585664
global_efficiency,coherence,alpha2,T1,159,0.23140489179570875,0.020428592173638436,0.2313380725153399,0.1304114815200786,0.2896659080599398,0.001620092741729323,0.2282050594644608,0.2346047241269567
global_efficiency,coherence,alpha2,T2,159,0.23319143703355907,0.01707186432208422,0.2344728407420835,0.161872508074935,0.2992359964718937,0.0013538869071793899,0.23051738573584038,0.23586548833127777
global_efficiency,coherence,beta1,Baseline,155,0.2261911189703736,0.01760727200201623,0.2269595050003671,0.167592257227803,0.2699978976739405,0.0014142501201263235,0.2233972847467076,0.22898495319403964
global_efficiency,coherence,beta1,T0,159,0.2244285482142407,0.021436326987013546,0.2265770511195814,0.1521678610453143,0.276584347714593,0.001700011310902374,0.22107086935055653,0.22778622707792484
global_efficiency,coherence,beta1,T1,159,0.22512926011367812,0.02029723460913021,0.2273492100604144,0.149144341401782,0.2832316354067135,0.0016096754092463908,0.221950002973236,0.22830851725412024
global_efficiency,coherence,beta1,T2,159,0.22652551772382812,0.019222443571339648,0.2274341190916691,0.1586928806194648,0.2761620622182865,0.0015244389355628452,0.2235146104668643,0.22953642498079194
global_efficiency,coherence,beta2,Baseline,155,0.21893881282897276,0.019110425606573677,0.220862357536192,0.139558717430876,0.2587730099105268,0.0015349863230753238,0.21590646567818442,0.2219711599797611
global_efficiency,coherence,beta2,T0,159,0.21899505732176375,0.019291618265964754,0.2226994144331754,0.1483779366701238,0.2726404772768548,0.001529924845689246,0.21597331488719765,0.22201679975632985
global_efficiency,coherence,beta2,T1,159,0.22093023778677004,0.016435281613323798,0.2237678882138964,0.155031963272681,0.2583121024320968,0.0013034026145170696,0.21835589761528518,0.2235045779582549
global_efficiency,coherence,beta2,T2,159,0.22249093436315232,0.014673507019657006,0.2232602612089007,0.1697605773709307,0.2723386393379152,0.0011636848009985306,0.22019254973756458,0.22478931898874005
global_efficiency,coherence,delta,Baseline,155,0.2244244427705016,0.03616125496736384,0.2316961537826356,0.1359608368135724,0.2860259496142178,0.0029045418947158137,0.21868655494284917,0.23016233059815405
global_efficiency,coherence,delta,T0,159,0.2284926489690919,0.0366557592434127,0.2396915149466909,0.1320863740874032,0.2949209772912759,0.0029069907993690964,0.22275107448581105,0.23423422345237277
global_efficiency,coherence,delta,T1,159,0.23438220248013864,0.03330036867655565,0.2405683333842446,0.1326374172295364,0.286486787229352,0.002640891018394127,0.22916619956481185,0.23959820539546542
global_efficiency,coherence,delta,T2,159,0.23304714650334318,0.03363543412802837,0.2411677368746194,0.1264216934577862,0.286482505880328,0.0026674634371551082,0.2277786606143688,0.23831563239231757
global_efficiency,coherence,theta,Baseline,155,0.23192296419086214,0.03235163003476767,0.2374419707157256,0.1415549563297675,0.2841442093071141,0.0025985454565428012,0.22678956867268274,0.23705635970904154
global_efficiency,coherence,theta,T0,159,0.23305325226451,0.03144537982951604,0.2401727238769133,0.1348017362731056,0.2794685721490531,0.002493780833730704,0.22812780550872716,0.23797869902029287
global_efficiency,coherence,theta,T1,159,0.23655100255718867,0.0282537645561381,0.2410003590370611,0.140464443715881,0.2822922238763168,0.002240669278375242,0.2321254744279002,0.24097653068647712
global_efficiency,coherence,theta,T2,159,0.23832178417274003,0.027668118189975437,0.2410587284172262,0.1422707220987564,0.2989200641755068,0.0021942245004397047,0.23398798875617094,0.2426555795893091
global_efficiency,wpli,alpha1,Baseline,155,0.15901492418963817,0.0526617538065868,0.147835254852954,0.0827434421500659,0.3609373120938004,0.004229893855135527,0.1506588193912191,0.16737102898805722
global_efficiency,wpli,alpha1,T0,159,0.1658682683226875,0.05443588326002967,0.1517178987282174,0.0885778226390396,0.3517384271011128,0.004317046353933431,0.15734170429150296,0.17439483235387204
global_efficiency,wpli,alpha1,T1,159,0.16473174243722824,0.05512894550472309,0.146940543924515,0.0954161975622632,0.4159827839592073,0.00437200976514898,0.15609662060826265,0.17336686426619383
global_efficiency,wpli,alpha1,T2,159,0.15794078242499748,0.04521937007622675,0.147574812433564,0.0936070827396342,0.3195936935280467,0.003586129314412722,0.1508578468443805,0.16502371800561447
global_efficiency,wpli,alpha2,Baseline,155,0.1574888918328265,0.06787615401859853,0.1373339057594374,0.0709640530682561,0.3853375268773301,0.005451943887930136,0.1467186417880568,0.1682591418775962
global_efficiency,wpli,alpha2,T0,159,0.15233290007960393,0.06374493934571793,0.13395244475285,0.0692593370232848,0.3276501268863849,0.005055302522962852,0.1423482121413386,0.16231758801786925
global_efficiency,wpli,alpha2,T1,159,0.15563001432135576,0.06411559098562329,0.1370168089334266,0.0745054356781417,0.3751781664963897,0.00508469711004045,0.1455872693671728,0.1656727592755387
global_efficiency,wpli,alpha2,T2,159,0.15652695694548838,0.06347000247060376,0.1361718938663262,0.0604655600751111,0.3823829991162134,0.005033498610484684,0.1465853337419128,0.16646858014906396
global_efficiency,wpli,beta1,Baseline,155,0.13353171188965554,0.05342876581458859,0.1161272889854585,0.0602787362582366,0.293277852295035,0.004291501742168261,0.12505390144611028,0.1420095223332008
global_efficiency,wpli,beta1,T0,159,0.1380999863503981,0.05414265416843946,0.1194847770868931,0.0602347705189171,0.2960641287584913,0.004293791774327,0.1296193522550485,0.1465806204457477
global_efficiency,wpli,beta1,T1,159,0.13349025381895382,0.04958231842842321,0.1242933083643822,0.0642111953442042,0.2694616152954801,0.003932133625324298,0.12572392786673117,0.14125657977117648
global_efficiency,wpli,beta1,T2,159,0.13246058554179085,0.04579925561197138,0.120093891745452,0.0718555696380807,0.2500546716031193,0.0036321172287784513,0.12528681959606955,0.13963435148751216
global_efficiency,wpli,beta2,Baseline,155,0.13078252655633155,0.05484193309305367,0.1191039197735733,0.0484680780118138,0.3444821587511267,0.004405010069471831,0.12208048176768792,0.13948457134497516
global_efficiency,wpli,beta2,T0,159,0.1286555808521048,0.04870598399087325,0.1159087593187427,0.0556299658450527,0.3430402122041304,0.0038626357837924573,0.12102651953576228,0.1362846421684473
global_efficiency,wpli,beta2,T1,159,0.12684967445144998,0.04470707173420318,0.1183890682866879,0.0631011770334235,0.3096600762444739,0.003545501413162465,0.1198469827165233,0.13385236618637666
global_efficiency,wpli,beta2,T2,159,0.1257121927432172,0.04235091695571451,0.1174117618175347,0.0601948524657621,0.3081912871436349,0.003358646184834683,0.11907855728850554,0.13234582819792887
global_efficiency,wpli,delta,Baseline,155,0.1560226622364629,0.04485239060425367,0.1470424556237712,0.08683664457427,0.2921159007547361,0.0036026307080821375,0.14890570829441832,0.1631396161785075
global_efficiency,wpli,delta,T0,159,0.15896705915901105,0.04106805273955332,0.1517590226061696,0.0840069524605966,0.2829486960401491,0.0032569084347459135,0.15253436512799526,0.16539975319002684
global_efficiency,wpli,delta,T1,159,0.16201314774317843,0.047929627883725665,0.1513492463422888,0.087766101438392,0.3270134660905641,0.0038010667396069214,0.15450569095793124,0.16952060452842563
global_efficiency,wpli,delta,T2,159,0.1586001008296445,0.04009331358418107,0.1481785667527316,0.0857531723776061,0.2959979949379685,0.0031796065914629604,0.15232008505650294,0.1648801166027861
global_efficiency,wpli,theta,Baseline,155,0.14868882774242098,0.056786604616732246,0.1306599785440826,0.0607881434914738,0.3445430274675705,0.004561209845090322,0.13967821216234413,0.15769944332249783
global_efficiency,wpli,theta,T0,159,0.15451364328569653,0.05433137729013919,0.1399993580102034,0.0757142674195756,0.3214430654304587,0.004308758491419565,0.14600344854606287,0.1630238380253302
global_efficiency,wpli,theta,T1,159,0.15770647413571384,0.053989122820182436,0.1404883172899693,0.0624202431885779,0.2995451881008366,0.0042816159464077325,0.14924988842156628,0.1661630598498614
global_efficiency,wpli,theta,T2,159,0.15230775320742881,0.04805346308242358,0.1418567855373899,0.0792642558936635,0.3159719598038887,0.003810887509676432,0.1447808994970694,0.15983460691778822
mean_betweenness_centrality,aec,alpha1,Baseline,155,0.06235860913280264,0.015679346087850408,0.0658008658008658,0.0168831168831168,0.1038961038961039,0.0012593953842313225,0.059870688590658215,0.06484652967494707
mean_betweenness_centrality,aec,alpha1,T0,159,0.061522230390154885,0.017712965485499606,0.0627705627705627,0.0056277056277056,0.1257575757575757,0.001404729536604622,0.058747760218102574,0.0642967005622072
mean_betweenness_centrality,aec,alpha1,T1,159,0.0630169620735658,0.016585687678998602,0.0653679653679653,0.0147186147186147,0.1019480519480519,0.0013153305914055727,0.06041906304948496,0.06561486109764665
mean_betweenness_centrality,aec,alpha1,T2,159,0.0621947235154782,0.015629953344492627,0.0645021645021645,0.0084415584415584,0.1036796536796536,0.001239535928455049,0.05974652592934482,0.06464292110161159
mean_betweenness_centrality,aec,alpha2,Baseline,155,0.06528138528138523,0.017850435133119617,0.0681818181818181,0.0147186147186147,0.1071428571428571,0.0014337814528241927,0.06244896714321316,0.0681138034195573
mean_betweenness_centrality,aec,alpha2,T0,159,0.06340766152086902,0.017103888713007824,0.0673160173160173,0.0073593073593073,0.1216450216450216,0.0013564266065797521,0.0607285940829976,0.06608672895874045
mean_betweenness_centrality,aec,alpha2,T1,159,0.06256228048680876,0.0178147512707017,0.0655844155844155,0.0112554112554112,0.1246753246753246,0.0014128016744404306,0.059771867099307104,0.0653526938743104
mean_betweenness_centrality,aec,alpha2,T2,159,0.06365950611233626,0.0188911865625643,0.0668831168831168,0.0142857142857142,0.1435064935064935,0.0014981685459538915,0.060700485293636135,0.06661852693103638
mean_betweenness_centrality,aec,beta1,Baseline,155,0.06659125820416138,0.020281632236777355,0.0705627705627705,0.014069264069264,0.1170995670995671,0.0016290599034271594,0.06337306981879264,0.06980944658953013
mean_betweenness_centrality,aec,beta1,T0,159,0.07014348335103048,0.020524357461886147,0.0716450216450216,0.0106060606060606,0.129004329004329,0.0016276874230994832,0.06692865082481353,0.07335831587724742
mean_betweenness_centrality,aec,beta1,T1,159,0.06875221214843853,0.020261212324502724,0.0722943722943723,0.0032467532467532,0.1164502164502164,0.001606818656251889,0.06557859735818954,0.07192582693868753
mean_betweenness_centrality,aec,beta1,T2,159,0.0672057502246181,0.02011616413748555,0.0701298701298701,0.0125541125541125,0.1084415584415584,0.0015953155867799377,0.06405485505569501,0.07035664539354118
mean_betweenness_centrality,aec,beta2,Baseline,155,0.07086859377181953,0.02382730068074036,0.0738095238095238,0.0019480519480519,0.1337662337662337,0.0019138548462342324,0.06708779637788989,0.07464939116574917
